householdID,householdSize,householdIncome,householdType,numberOfCars
72,1,High,type3,0
65,1,High,type1,3
73,1,High,type3,1
56,1,High,type1,3
24,1,High,type3,0
78,1,High,type1,0
2,1,High,type1,3
65,1,High,type1,3
38,1,High,type1,3
14,1,High,type1,0
2,1,High,type1,3
65,1,High,type1,3
73,1,High,type3,1
72,1,High,type3,0
38,1,High,type1,3
73,1,High,type3,1
72,1,High,type3,0
73,1,High,type3,1
38,1,High,type1,3
14,1,High,type1,0
73,1,High,type3,1
72,1,High,type3,0
72,1,High,type3,0
65,1,High,type1,3
14,1,High,type1,0
73,1,High,type3,1
72,1,High,type3,0
56,1,High,type1,3
24,1,High,type3,0
65,1,High,type1,3
25,1,High,type1,0
65,1,High,type1,3
72,1,High,type3,0
73,1,High,type3,1
24,1,High,type3,0
25,1,High,type1,0
14,1,High,type1,0
38,1,High,type1,3
67,1,High,type1,3
2,1,High,type1,3
25,1,High,type1,0
72,1,High,type3,0
24,1,High,type3,0
25,1,High,type1,0
65,1,High,type1,3
38,1,High,type1,3
14,1,High,type1,0
2,1,High,type1,3
25,1,High,type1,0
78,1,High,type1,0
38,1,High,type1,3
24,1,High,type3,0
73,1,High,type3,1
25,1,High,type1,0
56,1,High,type1,3
78,1,High,type1,0
67,1,High,type1,3
24,1,High,type3,0
67,1,High,type1,3
2,1,High,type1,3
72,1,High,type3,0
72,1,High,type3,0
78,1,High,type1,0
38,1,High,type1,3
73,1,High,type3,1
2,1,High,type1,3
78,1,High,type1,0
67,1,High,type1,3
72,1,High,type3,0
38,1,High,type1,3
72,1,High,type3,0
2,1,High,type1,3
14,1,High,type1,0
78,1,High,type1,0
78,1,High,type1,0
38,1,High,type1,3
56,1,High,type1,3
24,1,High,type3,0
65,1,High,type1,3
38,1,High,type1,3
38,1,High,type1,3
38,1,High,type1,3
14,1,High,type1,0
25,1,High,type1,0
67,1,High,type1,3
65,1,High,type1,3
67,1,High,type1,3
24,1,High,type3,0
65,1,High,type1,3
38,1,High,type1,3
56,1,High,type1,3
65,1,High,type1,3
72,1,High,type3,0
73,1,High,type3,1
56,1,High,type1,3
67,1,High,type1,3
14,1,High,type1,0
65,1,High,type1,3
24,1,High,type3,0
72,1,High,type3,0
65,1,High,type1,3
78,1,High,type1,0
67,1,High,type1,3
72,1,High,type3,0
25,1,High,type1,0
24,1,High,type3,0
38,1,High,type1,3
24,1,High,type3,0
78,1,High,type1,0
38,1,High,type1,3
25,1,High,type1,0
73,1,High,type3,1
25,1,High,type1,0
2,1,High,type1,3
38,1,High,type1,3
65,1,High,type1,3
65,1,High,type1,3
14,1,High,type1,0
73,1,High,type3,1
38,1,High,type1,3
56,1,High,type1,3
25,1,High,type1,0
72,1,High,type3,0
25,1,High,type1,0
73,1,High,type3,1
78,1,High,type1,0
73,1,High,type3,1
