Household Income,High,HouseholdSize,1,Household Type,type1,203
Household Income,High,HouseholdSize,1,Household Type,type2,340
Household Income,High,HouseholdSize,1,Household Type,type3,190
Household Income,Low,HouseholdSize,1,Household Type,type1,180
Household Income,Low,HouseholdSize,1,Household Type,type2,226
Household Income,Low,HouseholdSize,1,Household Type,type3,106
Household Income,High,HouseholdSize,2,Household Type,type1,213
Household Income,High,HouseholdSize,2,Household Type,type2,191
Household Income,High,HouseholdSize,2,Household Type,type3,207
Household Income,Low,HouseholdSize,2,Household Type,type1,136
Household Income,Low,HouseholdSize,2,Household Type,type2,235
Household Income,Low,HouseholdSize,2,Household Type,type3,146
Household Income,High,HouseholdSize,3,Household Type,type1,155
Household Income,High,HouseholdSize,3,Household Type,type2,226
Household Income,High,HouseholdSize,3,Household Type,type3,223
Household Income,Low,HouseholdSize,3,Household Type,type1,224
Household Income,Low,HouseholdSize,3,Household Type,type2,270
Household Income,Low,HouseholdSize,3,Household Type,type3,172
