HouseholdSize,1,Household Type,type1,Household Income,High,270,239
HouseholdSize,1,Household Type,type2,Household Income,High,166,118
HouseholdSize,1,Household Type,type3,Household Income,High,149,124
HouseholdSize,1,Household Type,type1,Household Income,Low,183,173
HouseholdSize,1,Household Type,type2,Household Income,Low,312,236
HouseholdSize,1,Household Type,type3,Household Income,Low,212,152
HouseholdSize,2,Household Type,type1,Household Income,High,249,141
HouseholdSize,2,Household Type,type2,Household Income,High,265,264
HouseholdSize,2,Household Type,type3,Household Income,High,245,218
HouseholdSize,2,Household Type,type1,Household Income,Low,180,144
HouseholdSize,2,Household Type,type2,Household Income,Low,232,163
HouseholdSize,2,Household Type,type3,Household Income,Low,215,163
HouseholdSize,3,Household Type,type1,Household Income,High,136,207
HouseholdSize,3,Household Type,type2,Household Income,High,200,173
HouseholdSize,3,Household Type,type3,Household Income,High,295,227
HouseholdSize,3,Household Type,type1,Household Income,Low,193,156
HouseholdSize,3,Household Type,type2,Household Income,Low,348,257
HouseholdSize,3,Household Type,type3,Household Income,Low,191,203
