householdSize,householdIncome,householdType,numberOfCars,householdID
1,High,type1,3,0
1,High,type1,2,1
1,High,type1,1,2
1,High,type2,2,3
1,High,type2,2,4
1,High,type3,1,5
1,High,type1,3,6
1,High,type1,2,7
1,High,type1,3,8
1,High,type1,3,9
1,High,type3,3,10
1,High,type1,3,11
1,High,type3,1,12
1,High,type3,2,13
1,High,type2,3,14
1,High,type2,2,15
1,High,type1,3,16
1,High,type1,3,17
1,High,type1,1,18
1,High,type1,0,19
1,High,type2,2,20
1,High,type1,0,21
1,High,type3,1,22
1,High,type2,3,23
1,High,type3,0,24
1,High,type2,2,25
1,High,type3,3,26
1,High,type2,1,27
1,High,type3,2,28
1,High,type1,2,29
1,High,type2,2,30
1,High,type1,0,31
1,High,type2,2,32
1,High,type1,1,33
1,High,type1,0,34
1,High,type3,2,35
1,High,type3,2,36
1,High,type3,2,37
1,High,type1,2,38
1,High,type1,3,39
1,High,type1,0,40
1,High,type2,0,41
1,High,type3,1,42
1,High,type3,2,43
1,High,type1,0,44
1,High,type1,1,45
1,High,type2,0,46
1,High,type3,0,47
1,High,type3,3,48
1,High,type1,3,49
1,High,type2,2,50
1,High,type1,1,51
1,High,type1,3,52
1,High,type2,3,53
1,High,type3,3,54
1,High,type2,0,55
1,High,type1,2,56
1,High,type1,1,57
1,High,type3,1,58
1,High,type2,0,59
1,High,type2,3,60
1,High,type2,0,61
1,High,type3,1,62
1,High,type1,1,63
1,High,type2,2,64
1,High,type2,1,65
1,High,type2,2,66
1,High,type2,3,67
1,High,type3,2,68
1,High,type2,0,69
1,High,type2,1,70
1,High,type1,0,71
1,High,type2,2,72
1,High,type3,2,73
1,High,type1,0,74
1,High,type2,2,75
1,High,type1,3,76
1,High,type3,3,77
1,High,type2,1,78
1,High,type1,3,79
1,High,type2,3,80
1,High,type2,0,81
1,High,type1,1,82
1,High,type2,1,83
1,High,type1,2,84
1,High,type1,3,85
1,High,type1,3,86
1,High,type1,2,87
1,High,type3,3,88
1,High,type1,3,89
1,High,type1,1,90
1,High,type3,3,91
1,High,type3,2,92
1,High,type3,0,93
1,High,type1,1,94
1,High,type2,1,95
1,High,type2,3,96
1,High,type1,1,97
1,High,type1,2,98
1,High,type3,1,99
1,High,type2,1,100
1,High,type1,1,101
1,High,type3,2,102
1,High,type1,0,103
1,High,type1,2,104
1,High,type2,0,105
1,High,type1,2,106
1,High,type3,2,107
1,High,type1,0,108
1,High,type3,3,109
1,High,type1,3,110
1,High,type1,0,111
1,High,type2,1,112
1,High,type2,2,113
1,High,type2,3,114
1,High,type3,2,115
1,High,type2,3,116
1,High,type1,1,117
1,High,type2,2,118
1,High,type2,1,119
1,High,type2,3,120
1,High,type1,2,121
1,High,type1,1,122
1,High,type2,3,123
1,High,type2,3,124
1,High,type2,2,125
1,High,type2,3,126
1,High,type3,3,127
1,High,type3,3,128
1,High,type3,3,129
1,High,type1,2,130
1,High,type3,0,131
1,High,type1,1,132
1,High,type3,2,133
1,High,type1,2,134
1,High,type2,3,135
1,High,type1,2,136
1,High,type1,2,137
1,High,type1,3,138
1,High,type3,2,139
1,High,type3,3,140
1,High,type3,3,141
1,High,type1,0,142
1,High,type2,2,143
1,High,type2,1,144
1,High,type2,1,145
1,High,type2,2,146
1,High,type1,0,147
1,High,type3,2,148
1,High,type3,0,149
1,High,type3,2,150
1,High,type1,0,151
1,High,type3,1,152
1,High,type3,3,153
1,High,type1,0,154
1,High,type2,3,155
1,High,type3,1,156
1,High,type2,2,157
1,High,type2,2,158
1,High,type3,0,159
1,High,type2,0,160
1,High,type1,1,161
1,High,type2,1,162
1,High,type3,0,163
1,High,type2,1,164
1,High,type3,3,165
1,High,type2,2,166
1,High,type2,0,167
1,High,type3,0,168
1,High,type2,1,169
1,High,type3,3,170
1,High,type2,0,171
1,High,type1,0,172
1,High,type1,0,173
1,High,type1,2,174
1,High,type2,2,175
1,High,type1,0,176
1,High,type3,0,177
1,High,type2,0,178
1,High,type3,1,179
1,High,type2,3,180
1,High,type3,2,181
1,High,type2,0,182
1,High,type2,3,183
1,High,type3,1,184
1,High,type1,0,185
1,High,type2,1,186
1,High,type1,3,187
1,High,type1,3,188
1,High,type3,2,189
1,High,type3,2,190
1,High,type2,1,191
1,High,type3,2,192
1,High,type1,1,193
1,High,type2,2,194
1,High,type1,3,195
1,High,type1,1,196
1,High,type2,0,197
1,High,type2,1,198
1,High,type1,0,199
1,High,type1,0,200
1,High,type3,2,201
1,High,type1,0,202
1,High,type1,2,203
1,High,type2,2,204
1,High,type1,1,205
1,High,type2,1,206
1,High,type2,3,207
1,High,type1,0,208
1,High,type2,3,209
1,High,type2,1,210
1,High,type2,0,211
1,High,type3,2,212
1,High,type1,2,213
1,High,type3,2,214
1,High,type2,2,215
1,High,type1,2,216
1,High,type3,2,217
1,High,type2,3,218
1,High,type3,2,219
1,High,type3,2,220
1,High,type3,0,221
1,High,type3,0,222
1,High,type1,2,223
1,High,type3,2,224
1,High,type1,2,225
1,High,type1,2,226
1,High,type2,1,227
1,High,type1,2,228
1,High,type2,3,229
1,High,type1,0,230
1,High,type1,1,231
1,High,type1,1,232
1,High,type3,1,233
1,High,type1,2,234
1,High,type2,0,235
1,High,type1,0,236
1,High,type1,3,237
1,High,type2,2,238
1,High,type1,3,239
1,High,type2,0,240
1,High,type2,3,241
1,High,type2,0,242
1,High,type3,2,243
1,High,type2,3,244
1,High,type2,2,245
1,High,type2,3,246
1,High,type1,2,247
1,High,type3,3,248
1,High,type2,0,249
1,High,type1,1,250
1,High,type1,2,251
1,High,type2,2,252
1,High,type1,3,253
1,High,type3,2,254
