Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,0,11,3
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,0,9,9
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,0,7,7
Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,1,11,11
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,1,6,10
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,1,9,5
Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,2,10,6
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,2,1,2
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,2,11,13
Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,3,3,3
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,3,11,9
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,3,5,6
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,0,1,3
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,0,8,6
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,0,4,12
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,1,1,4
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,1,6,8
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,1,7,16
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,2,3,9
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,2,11,7
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,2,3,10
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,3,11,16
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,3,15,5
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,3,9,4
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,0,12,5
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,0,13,8
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,0,13,7
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,1,16,7
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,1,8,6
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,1,7,7
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,2,4,4
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,2,15,14
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,2,13,7
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,3,1,2
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,3,15,15
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,3,3,5
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,0,7,4
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,0,4,2
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,0,9,7
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,1,12,9
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,1,17,28
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,1,9,13
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,2,19,8
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,2,7,6
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,2,8,1
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,3,2,4
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,3,3,3
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,3,18,14
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,0,13,12
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,0,21,14
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,0,16,9
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,1,2,7
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,1,7,23
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,1,13,16
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,2,18,17
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,2,5,14
