householdSize,householdIncome,householdType,numberOfCars,householdID
1,High,type1,3,0
1,High,type3,3,1
1,High,type2,2,2
1,High,type2,1,3
1,High,type2,3,4
1,High,type3,3,5
1,High,type1,3,6
1,High,type2,0,7
1,High,type3,2,8
1,High,type2,1,9
1,High,type3,0,10
1,High,type2,0,11
1,High,type3,3,12
1,High,type1,2,13
1,High,type1,1,14
1,High,type1,0,15
1,High,type1,2,16
1,High,type1,2,17
1,High,type1,2,18
1,High,type2,1,19
1,High,type1,0,20
1,High,type3,3,21
1,High,type3,3,22
1,High,type3,1,23
1,High,type1,0,24
1,High,type3,3,25
1,High,type1,3,26
1,High,type3,0,27
1,High,type1,0,28
1,High,type1,1,29
1,High,type1,2,30
1,High,type1,1,31
1,High,type1,2,32
1,High,type3,3,33
1,High,type1,0,34
1,High,type2,3,35
1,High,type2,3,36
1,High,type1,3,37
1,High,type2,1,38
1,High,type3,3,39
1,High,type2,0,40
1,High,type3,1,41
1,High,type3,3,42
1,High,type3,0,43
1,High,type1,0,44
1,High,type1,0,45
1,High,type3,2,46
1,High,type3,2,47
1,High,type3,3,48
1,High,type2,1,49
1,High,type2,1,50
1,High,type3,0,51
1,High,type2,2,52
1,High,type2,1,53
1,High,type2,1,54
1,High,type3,1,55
1,High,type1,0,56
1,High,type1,0,57
1,High,type3,3,58
1,High,type1,2,59
1,High,type1,1,60
1,High,type1,1,61
1,High,type1,2,62
1,High,type1,2,63
1,High,type1,0,64
1,High,type2,3,65
1,High,type1,1,66
1,High,type1,3,67
1,High,type3,0,68
1,High,type2,3,69
1,High,type2,3,70
1,High,type1,0,71
1,High,type1,2,72
1,High,type1,3,73
1,High,type3,2,74
1,High,type1,0,75
1,High,type1,2,76
1,High,type2,1,77
1,High,type3,3,78
1,High,type1,1,79
1,High,type2,1,80
1,High,type1,1,81
1,High,type2,3,82
1,High,type2,0,83
1,High,type2,1,84
1,High,type1,2,85
1,High,type2,3,86
1,High,type1,2,87
1,High,type1,0,88
1,High,type3,3,89
1,High,type3,3,90
1,High,type1,1,91
1,High,type2,0,92
1,High,type2,2,93
1,High,type1,2,94
1,High,type3,0,95
1,High,type1,3,96
1,High,type3,0,97
1,High,type2,1,98
1,High,type1,0,99
1,High,type1,1,100
1,High,type3,0,101
1,High,type2,1,102
1,High,type1,1,103
1,High,type1,0,104
1,High,type3,0,105
1,High,type2,0,106
1,High,type1,3,107
1,High,type1,1,108
1,High,type1,3,109
1,High,type3,3,110
1,High,type1,0,111
1,High,type3,3,112
1,High,type1,3,113
1,High,type1,1,114
1,High,type1,3,115
1,High,type1,0,116
1,High,type1,3,117
1,High,type2,1,118
1,High,type3,0,119
1,High,type1,3,120
1,High,type2,2,121
1,High,type3,1,122
1,High,type1,2,123
1,High,type2,1,124
1,High,type3,3,125
1,High,type3,1,126
1,High,type2,1,127
1,High,type2,1,128
1,High,type2,1,129
1,High,type2,1,130
1,High,type1,2,131
1,High,type1,0,132
1,High,type2,2,133
1,High,type3,0,134
1,High,type1,3,135
1,High,type2,3,136
1,High,type1,0,137
1,High,type1,1,138
1,High,type1,3,139
1,High,type2,1,140
1,High,type1,1,141
1,High,type1,2,142
1,High,type3,0,143
1,High,type3,0,144
1,High,type1,1,145
1,High,type1,1,146
1,High,type1,2,147
1,High,type2,3,148
