Household Type,type1,Number Of Cars,0,HouseholdSize,1,Household Income,High,95
Household Type,type1,Number Of Cars,1,HouseholdSize,1,Household Income,High,21
Household Type,type1,Number Of Cars,2,HouseholdSize,1,Household Income,High,20
Household Type,type1,Number Of Cars,3,HouseholdSize,1,Household Income,High,67
Household Type,type2,Number Of Cars,0,HouseholdSize,1,Household Income,High,94
Household Type,type2,Number Of Cars,1,HouseholdSize,1,Household Income,High,74
Household Type,type2,Number Of Cars,2,HouseholdSize,1,Household Income,High,82
Household Type,type2,Number Of Cars,3,HouseholdSize,1,Household Income,High,90
Household Type,type3,Number Of Cars,0,HouseholdSize,1,Household Income,High,34
Household Type,type3,Number Of Cars,1,HouseholdSize,1,Household Income,High,66
Household Type,type3,Number Of Cars,2,HouseholdSize,1,Household Income,High,29
Household Type,type3,Number Of Cars,3,HouseholdSize,1,Household Income,High,61
Household Type,type1,Number Of Cars,0,HouseholdSize,1,Household Income,Low,7
Household Type,type1,Number Of Cars,1,HouseholdSize,1,Household Income,Low,92
Household Type,type1,Number Of Cars,2,HouseholdSize,1,Household Income,Low,20
Household Type,type1,Number Of Cars,3,HouseholdSize,1,Household Income,Low,61
Household Type,type2,Number Of Cars,0,HouseholdSize,1,Household Income,Low,59
Household Type,type2,Number Of Cars,1,HouseholdSize,1,Household Income,Low,62
Household Type,type2,Number Of Cars,2,HouseholdSize,1,Household Income,Low,69
Household Type,type2,Number Of Cars,3,HouseholdSize,1,Household Income,Low,36
Household Type,type3,Number Of Cars,0,HouseholdSize,1,Household Income,Low,52
Household Type,type3,Number Of Cars,1,HouseholdSize,1,Household Income,Low,5
Household Type,type3,Number Of Cars,2,HouseholdSize,1,Household Income,Low,27
Household Type,type3,Number Of Cars,3,HouseholdSize,1,Household Income,Low,22
Household Type,type1,Number Of Cars,0,HouseholdSize,2,Household Income,High,40
Household Type,type1,Number Of Cars,1,HouseholdSize,2,Household Income,High,44
Household Type,type1,Number Of Cars,2,HouseholdSize,2,Household Income,High,92
Household Type,type1,Number Of Cars,3,HouseholdSize,2,Household Income,High,37
Household Type,type2,Number Of Cars,0,HouseholdSize,2,Household Income,High,30
Household Type,type2,Number Of Cars,1,HouseholdSize,2,Household Income,High,24
Household Type,type2,Number Of Cars,2,HouseholdSize,2,Household Income,High,45
Household Type,type2,Number Of Cars,3,HouseholdSize,2,Household Income,High,92
Household Type,type3,Number Of Cars,0,HouseholdSize,2,Household Income,High,46
Household Type,type3,Number Of Cars,1,HouseholdSize,2,Household Income,High,46
Household Type,type3,Number Of Cars,2,HouseholdSize,2,Household Income,High,30
Household Type,type3,Number Of Cars,3,HouseholdSize,2,Household Income,High,85
Household Type,type1,Number Of Cars,0,HouseholdSize,2,Household Income,Low,30
Household Type,type1,Number Of Cars,1,HouseholdSize,2,Household Income,Low,8
Household Type,type1,Number Of Cars,2,HouseholdSize,2,Household Income,Low,19
Household Type,type1,Number Of Cars,3,HouseholdSize,2,Household Income,Low,79
Household Type,type2,Number Of Cars,0,HouseholdSize,2,Household Income,Low,46
Household Type,type2,Number Of Cars,1,HouseholdSize,2,Household Income,Low,47
Household Type,type2,Number Of Cars,2,HouseholdSize,2,Household Income,Low,46
Household Type,type2,Number Of Cars,3,HouseholdSize,2,Household Income,Low,96
Household Type,type3,Number Of Cars,0,HouseholdSize,2,Household Income,Low,21
Household Type,type3,Number Of Cars,1,HouseholdSize,2,Household Income,Low,44
Household Type,type3,Number Of Cars,2,HouseholdSize,2,Household Income,Low,72
Household Type,type3,Number Of Cars,3,HouseholdSize,2,Household Income,Low,9
Household Type,type1,Number Of Cars,0,HouseholdSize,3,Household Income,High,49
Household Type,type1,Number Of Cars,1,HouseholdSize,3,Household Income,High,29
Household Type,type1,Number Of Cars,2,HouseholdSize,3,Household Income,High,22
Household Type,type1,Number Of Cars,3,HouseholdSize,3,Household Income,High,55
Household Type,type2,Number Of Cars,0,HouseholdSize,3,Household Income,High,38
Household Type,type2,Number Of Cars,1,HouseholdSize,3,Household Income,High,60
Household Type,type2,Number Of Cars,2,HouseholdSize,3,Household Income,High,96
Household Type,type2,Number Of Cars,3,HouseholdSize,3,Household Income,High,32
Household Type,type3,Number Of Cars,0,HouseholdSize,3,Household Income,High,86
Household Type,type3,Number Of Cars,1,HouseholdSize,3,Household Income,High,15
Household Type,type3,Number Of Cars,2,HouseholdSize,3,Household Income,High,49
Household Type,type3,Number Of Cars,3,HouseholdSize,3,Household Income,High,73
Household Type,type1,Number Of Cars,0,HouseholdSize,3,Household Income,Low,70
Household Type,type1,Number Of Cars,1,HouseholdSize,3,Household Income,Low,42
Household Type,type1,Number Of Cars,2,HouseholdSize,3,Household Income,Low,92
Household Type,type1,Number Of Cars,3,HouseholdSize,3,Household Income,Low,20
Household Type,type2,Number Of Cars,0,HouseholdSize,3,Household Income,Low,71
Household Type,type2,Number Of Cars,1,HouseholdSize,3,Household Income,Low,55
Household Type,type2,Number Of Cars,2,HouseholdSize,3,Household Income,Low,88
Household Type,type2,Number Of Cars,3,HouseholdSize,3,Household Income,Low,56
Household Type,type3,Number Of Cars,0,HouseholdSize,3,Household Income,Low,44
Household Type,type3,Number Of Cars,1,HouseholdSize,3,Household Income,Low,6
Household Type,type3,Number Of Cars,2,HouseholdSize,3,Household Income,Low,59
Household Type,type3,Number Of Cars,3,HouseholdSize,3,Household Income,Low,63
