Age,0:15,Gender,false,Work,agriculteur,23
Age,0:15,Gender,false,Work,artisant,31
Age,0:15,Gender,false,Work,commercant,34
Age,0:15,Gender,false,Work,conducteur,24
Age,0:15,Gender,false,Work,ecolier,34
Age,0:15,Gender,false,Work,employe_prive,40
Age,0:15,Gender,false,Work,enseignant,50
Age,0:15,Gender,false,Work,militaire,26
Age,0:15,Gender,false,Work,ouvrier,28
Age,0:15,Gender,false,Work,ouvrier_agricole,35
Age,0:15,Gender,false,Work,ouvrier_batiment,35
Age,0:15,Gender,false,Work,retraite,30
Age,0:15,Gender,false,Work,sans_activite,30
Age,0:15,Gender,true,Work,agriculteur,26
Age,0:15,Gender,true,Work,artisant,37
Age,0:15,Gender,true,Work,commercant,37
Age,0:15,Gender,true,Work,conducteur,25
Age,0:15,Gender,true,Work,ecolier,31
Age,0:15,Gender,true,Work,employe_prive,42
Age,0:15,Gender,true,Work,enseignant,24
Age,0:15,Gender,true,Work,militaire,43
Age,0:15,Gender,true,Work,ouvrier,30
Age,0:15,Gender,true,Work,ouvrier_agricole,30
Age,0:15,Gender,true,Work,ouvrier_batiment,19
Age,0:15,Gender,true,Work,retraite,38
Age,0:15,Gender,true,Work,sans_activite,26
Age,16:20,Gender,false,Work,agriculteur,27
Age,16:20,Gender,false,Work,artisant,31
Age,16:20,Gender,false,Work,commercant,29
Age,16:20,Gender,false,Work,conducteur,20
Age,16:20,Gender,false,Work,ecolier,18
Age,16:20,Gender,false,Work,employe_prive,22
Age,16:20,Gender,false,Work,enseignant,27
Age,16:20,Gender,false,Work,militaire,24
Age,16:20,Gender,false,Work,ouvrier,37
Age,16:20,Gender,false,Work,ouvrier_agricole,31
Age,16:20,Gender,false,Work,ouvrier_batiment,29
Age,16:20,Gender,false,Work,retraite,27
Age,16:20,Gender,false,Work,sans_activite,28
Age,16:20,Gender,true,Work,agriculteur,35
Age,16:20,Gender,true,Work,artisant,31
Age,16:20,Gender,true,Work,commercant,38
Age,16:20,Gender,true,Work,conducteur,29
Age,16:20,Gender,true,Work,ecolier,28
Age,16:20,Gender,true,Work,employe_prive,32
Age,16:20,Gender,true,Work,enseignant,35
Age,16:20,Gender,true,Work,militaire,32
Age,16:20,Gender,true,Work,ouvrier,28
Age,16:20,Gender,true,Work,ouvrier_agricole,29
Age,16:20,Gender,true,Work,ouvrier_batiment,28
