age,gender,work,householdID
20,true,work2,0
0,false,work1,1
16,true,work2,2
10,true,work1,3
4,true,work1,4
20,false,work2,5
19,true,work1,6
5,true,work2,7
2,true,work2,8
19,true,work1,9
18,true,work2,10
15,false,work1,11
19,false,work1,12
20,false,work2,13
4,false,work2,14
5,true,work2,15
16,false,work1,15
12,true,work1,16
6,true,work2,16
3,false,work1,17
16,false,work1,17
12,true,work1,18
13,false,work2,18
20,false,work2,19
4,false,work1,19
10,false,work2,20
19,false,work1,20
16,true,work2,21
17,true,work1,21
19,false,work2,22
16,true,work2,22
18,true,work2,23
18,true,work1,23
5,false,work2,24
17,false,work2,24
16,false,work2,25
5,true,work1,25
18,true,work1,26
3,false,work1,26
3,true,work1,27
18,false,work1,27
7,true,work2,28
18,true,work2,28
4,false,work1,29
20,true,work2,29
11,false,work2,30
15,true,work1,31
17,true,work2,32
3,true,work1,33
2,false,work1,34
18,true,work2,35
16,false,work2,36
10,false,work1,37
7,false,work1,38
16,false,work1,39
1,false,work1,40
18,false,work2,41
2,true,work2,42
19,false,work1,43
16,false,work2,44
19,true,work2,45
9,false,work2,45
2,false,work1,46
16,false,work1,46
7,false,work1,47
0,false,work2,47
18,true,work1,48
18,true,work1,48
7,false,work1,49
20,false,work1,49
6,true,work2,50
4,false,work2,50
11,true,work1,51
17,true,work1,51
14,true,work1,52
5,false,work1,52
14,false,work1,53
14,false,work2,53
12,false,work2,54
9,false,work1,54
20,false,work2,55
18,true,work2,55
4,false,work2,56
8,false,work2,56
2,true,work1,57
6,false,work1,57
2,false,work1,58
19,false,work2,58
11,false,work2,59
20,false,work1,59
18,false,work2,60
2,false,work1,61
7,false,work1,62
15,true,work2,63
5,false,work2,64
13,false,work2,65
16,false,work2,66
17,true,work2,67
20,true,work2,68
1,false,work2,69
20,false,work2,70
20,true,work2,71
2,true,work2,72
12,true,work2,73
12,false,work1,74
19,true,work2,75
20,false,work2,75
19,true,work1,76
9,true,work2,76
5,false,work1,77
5,true,work2,77
19,true,work1,78
7,false,work2,78
6,true,work1,79
16,true,work1,79
4,true,work1,80
15,true,work1,80
13,true,work1,81
6,false,work2,81
18,true,work1,82
18,false,work2,82
6,true,work2,83
17,true,work1,83
19,false,work2,84
19,true,work1,84
13,false,work1,85
20,true,work2,85
19,false,work1,86
1,false,work2,86
11,false,work1,87
1,true,work1,87
7,false,work2,88
6,false,work2,88
13,false,work2,89
19,true,work1,89
4,false,work1,90
1,true,work2,91
10,false,work1,92
17,false,work2,93
17,false,work2,94
18,true,work1,95
7,true,work2,96
5,true,work2,97
20,false,work2,98
13,false,work1,99
18,true,work1,100
2,false,work2,101
6,false,work1,102
4,true,work2,103
19,true,work2,104
20,true,work2,105
11,false,work2,105
19,true,work1,106
15,false,work2,106
7,false,work1,107
9,true,work2,107
18,true,work1,108
2,false,work2,108
17,true,work1,109
14,false,work1,109
17,true,work2,110
0,false,work2,110
2,true,work1,111
20,true,work2,111
17,false,work1,112
4,false,work2,112
20,false,work1,113
13,true,work1,113
9,false,work2,114
13,false,work1,114
5,false,work2,115
19,true,work2,115
3,true,work2,116
19,false,work1,116
11,true,work2,117
16,false,work2,117
16,true,work1,118
15,true,work2,118
19,true,work2,119
18,false,work2,119
