Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,0,11,4
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,0,9,8
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,0,7,7
Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,1,11,9
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,1,6,10
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,1,9,7
Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,2,10,6
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,2,1,2
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,2,11,13
Household Income,High,Household Size,1,Household Type,type1,Number Of Bicycles,3,3,3
Household Income,High,Household Size,1,Household Type,type2,Number Of Bicycles,3,11,10
Household Income,High,Household Size,1,Household Type,type3,Number Of Bicycles,3,5,5
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,0,1,3
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,0,8,7
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,0,4,12
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,1,1,6
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,1,6,7
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,1,7,15
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,2,3,10
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,2,11,8
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,2,3,10
Household Income,High,Household Size,2,Household Type,type1,Number Of Bicycles,3,11,14
Household Income,High,Household Size,2,Household Type,type2,Number Of Bicycles,3,15,5
Household Income,High,Household Size,2,Household Type,type3,Number Of Bicycles,3,9,5
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,0,12,4
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,0,13,9
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,0,13,6
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,1,16,7
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,1,8,7
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,1,7,6
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,2,4,5
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,2,15,13
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,2,13,8
Household Income,High,Household Size,3,Household Type,type1,Number Of Bicycles,3,1,2
Household Income,High,Household Size,3,Household Type,type2,Number Of Bicycles,3,15,14
Household Income,High,Household Size,3,Household Type,type3,Number Of Bicycles,3,3,6
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,0,7,4
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,0,4,4
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,0,9,8
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,1,12,9
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,1,17,28
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,1,9,11
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,2,19,9
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,2,7,5
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,2,8,1
Household Income,Low,Household Size,1,Household Type,type1,Number Of Bicycles,3,2,4
Household Income,Low,Household Size,1,Household Type,type2,Number Of Bicycles,3,3,4
Household Income,Low,Household Size,1,Household Type,type3,Number Of Bicycles,3,18,13
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,0,13,11
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,0,21,13
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,0,16,9
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,1,2,8
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,1,7,24
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,1,13,18
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,2,18,17
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,2,5,13
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,2,12,21
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,3,4,4
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,3,5,14
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,3,6,17
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,0,2,14
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,0,9,37
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,0,8,40
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,1,6,4
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,1,22,15
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,1,56,39
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,2,20,26
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,2,61,40
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,2,39,43
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,3,64,27
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,3,20,7
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,3,163,165
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,5,4
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,6,1
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,2,4
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,5,2
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,3,4
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,9,7
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,7,11
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,1,2
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,4,5
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,10,7
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,4,9
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,5,4
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,2,3
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,4,4
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,8,11
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,9,4
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,9,9
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,8,8
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,2,4,5
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,3,8,2
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,0,5,12
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,1,1,5
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,2,3,4
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,3,10,7
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,0,9,10
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,1,10,3
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,2,3,3
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,3,10,5
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,0,2,9
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,1,7,5
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,2,7,7
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,3,3,2
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,0,10,6
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,1,9,11
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,2,11,10
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,3,11,4
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,0,11,3
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,1,5,2
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,2,12,12
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,3,9,2
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,0,12,4
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,1,11,6
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,2,11,13
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,3,7,6
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,0,8,3
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,1,5,7
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,2,4,4
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,3,3,2
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,2,3
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,13,7
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,7,8
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,5,11
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,9,20
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,5,7
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,11,16
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,12,11
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,12,11
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,5,3
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,13,29
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,1,14
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,12,4
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,8,4
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,15,7
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,8,6
Household Income,Low,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,2,10
Household Income,Low,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,7,18
