age,gender,work,householdID
17,false,ouvrier_agricole,0
20,true,ouvrier_batiment,0
24,false,ouvrier_batiment,0
50,false,conducteur,1
33,false,retraite,1
16,true,employe_prive,2
85,true,conducteur,2
56,false,militaire,2
55,true,agriculteur,3
21,true,enseignant,3
16,true,agriculteur,4
72,false,enseignant,5
54,true,ecolier,6
80,false,sans_activite,6
19,true,ouvrier_agricole,6
50,true,enseignant,7
37,false,commercant,7
30,false,artisant,7
59,false,artisant,8
52,true,retraite,8
16,true,artisant,9
20,true,retraite,9
81,false,employe_prive,9
30,false,sans_activite,10
29,false,ouvrier,10
79,true,commercant,10
21,false,artisant,11
85,false,ouvrier,11
59,true,commercant,11
2,false,artisant,12
56,false,ouvrier_agricole,12
74,false,militaire,13
23,true,sans_activite,13
56,false,ouvrier_agricole,13
50,true,sans_activite,14
28,false,retraite,14
16,true,ouvrier_agricole,14
58,false,agriculteur,15
44,true,employe_prive,16
27,true,enseignant,16
48,false,ecolier,17
86,false,agriculteur,18
91,true,ecolier,19
22,false,agriculteur,19
79,true,sans_activite,20
22,false,artisant,20
45,true,ecolier,21
51,true,ecolier,21
98,true,commercant,22
9,true,ecolier,23
72,true,sans_activite,24
17,false,ouvrier_batiment,24
82,true,agriculteur,25
80,true,retraite,25
79,true,employe_prive,26
45,false,ouvrier,27
89,false,employe_prive,27
14,true,militaire,28
57,true,militaire,28
25,true,ouvrier_batiment,28
18,false,ouvrier,29
27,true,retraite,29
42,true,ouvrier_batiment,30
62,false,ouvrier,30
26,true,commercant,31
22,true,enseignant,32
43,true,artisant,32
67,true,sans_activite,32
27,false,ouvrier,33
18,true,ecolier,33
55,false,ouvrier_batiment,33
60,false,ouvrier_batiment,34
26,false,sans_activite,34
92,false,sans_activite,34
64,true,commercant,35
16,false,employe_prive,35
56,false,ecolier,35
80,true,conducteur,36
98,false,agriculteur,37
20,false,militaire,38
74,false,militaire,38
64,false,employe_prive,39
88,false,commercant,40
76,false,agriculteur,41
63,false,artisant,41
59,true,commercant,42
7,false,artisant,43
15,true,militaire,43
80,false,commercant,43
5,true,ouvrier_batiment,44
66,true,ecolier,45
43,true,retraite,46
97,true,militaire,47
8,false,ouvrier_batiment,48
16,false,enseignant,48
53,true,ouvrier_agricole,49
61,true,ouvrier_agricole,50
8,false,sans_activite,50
22,false,ouvrier_batiment,50
54,true,militaire,51
52,false,sans_activite,52
23,true,ecolier,52
54,true,ouvrier_batiment,53
84,true,ouvrier_agricole,54
29,false,retraite,54
21,true,ecolier,55
45,true,ouvrier_agricole,55
23,false,enseignant,56
65,true,ouvrier,57
53,false,ecolier,57
40,false,ouvrier_agricole,57
78,true,retraite,58
18,false,artisant,58
17,true,employe_prive,58
53,true,retraite,59
86,true,artisant,59
57,true,agriculteur,60
15,false,commercant,60
67,true,commercant,60
12,true,sans_activite,61
79,true,retraite,61
18,false,ecolier,62
24,true,sans_activite,63
76,false,artisant,64
27,true,agriculteur,64
29,false,ouvrier_agricole,64
80,false,enseignant,65
77,false,militaire,65
57,true,ecolier,65
52,false,artisant,66
28,true,agriculteur,67
72,false,conducteur,67
22,true,commercant,68
77,false,sans_activite,68
26,true,agriculteur,69
29,false,enseignant,70
26,false,enseignant,70
93,true,militaire,71
