householdID,householdSize,householdIncome,householdType,numberOfCars
0,1,High,type3,2
1,1,High,type3,2
2,1,High,type3,2
3,1,High,type3,2
4,1,High,type3,2
5,2,High,type2,0
6,2,High,type2,0
7,2,High,type2,0
8,2,High,type2,0
9,2,High,type2,0
10,2,High,type2,0
11,2,High,type2,0
12,2,High,type2,0
13,2,High,type2,0
14,2,High,type2,0
15,2,High,type2,0
16,2,High,type2,0
17,2,High,type2,0
18,2,High,type2,0
19,2,High,type2,0
20,2,High,type2,0
21,2,High,type2,0
22,2,High,type2,0
23,2,High,type2,0
24,2,High,type2,0
25,2,High,type2,0
26,2,High,type2,0
27,2,High,type2,0
28,2,High,type2,0
29,2,High,type2,0
30,2,High,type2,0
31,2,High,type2,0
32,2,High,type2,0
33,2,High,type2,0
34,2,High,type2,0
35,2,High,type2,0
36,2,High,type2,0
37,2,High,type2,0
38,3,High,type3,3
39,3,High,type3,3
40,3,High,type3,3
41,3,High,type3,3
42,3,High,type3,3
43,3,High,type3,3
44,3,High,type3,3
45,3,High,type3,3
46,3,High,type3,3
47,3,High,type3,3
48,3,Low,type1,0
49,3,Low,type1,0
50,3,Low,type1,0
51,3,Low,type1,0
52,1,High,type2,0
53,1,High,type2,0
54,1,High,type2,0
55,1,High,type2,0
56,1,High,type2,0
57,1,High,type2,0
58,1,High,type2,0
59,1,High,type2,0
60,1,High,type2,0
61,1,High,type2,0
62,1,High,type2,0
63,1,High,type2,0
64,1,High,type2,0
65,1,High,type2,0
66,1,High,type2,0
67,1,High,type2,0
68,1,High,type2,0
69,1,High,type2,0
70,1,High,type2,0
71,1,High,type2,0
72,3,High,type1,2
73,3,High,type1,2
74,3,High,type1,2
75,3,High,type1,2
76,3,High,type1,2
77,3,High,type1,2
78,3,High,type1,2
79,3,High,type1,2
80,3,High,type1,2
81,3,High,type1,2
82,2,High,type3,0
83,2,High,type3,0
84,2,High,type3,0
85,2,High,type3,0
86,2,High,type3,0
87,2,High,type3,0
88,2,High,type3,0
89,2,High,type3,0
90,2,High,type3,0
91,2,High,type3,0
92,2,High,type3,0
93,2,High,type3,0
94,2,High,type3,0
95,2,High,type3,0
96,2,High,type3,0
97,2,High,type3,0
98,2,High,type3,0
99,2,High,type3,0
100,2,High,type3,0
101,2,High,type3,0
102,2,High,type3,0
103,2,High,type3,0
104,2,High,type3,0
105,2,High,type3,0
106,1,Low,type2,0
107,1,Low,type2,0
108,1,Low,type2,0
109,1,Low,type2,0
110,1,Low,type2,0
111,1,Low,type2,0
112,1,Low,type2,0
113,1,Low,type2,0
114,1,Low,type2,0
115,1,Low,type2,0
116,1,Low,type2,0
117,1,Low,type2,0
118,1,Low,type2,0
119,1,Low,type2,0
120,1,Low,type2,0
121,1,Low,type2,0
122,1,Low,type2,0
123,1,Low,type2,0
124,1,Low,type2,0
125,1,Low,type2,0
126,1,Low,type2,0
127,1,Low,type2,0
128,1,Low,type2,0
129,1,Low,type2,0
130,1,Low,type2,0
131,1,Low,type2,0
132,1,Low,type2,0
133,1,Low,type2,0
134,1,Low,type2,0
135,1,Low,type2,0
136,1,Low,type1,3
137,1,Low,type1,3
138,1,Low,type1,3
139,1,Low,type1,3
140,1,Low,type1,3
141,1,Low,type1,3
142,1,Low,type1,3
143,1,Low,type1,3
144,1,Low,type1,3
145,1,Low,type1,3
146,1,Low,type1,3
147,1,Low,type1,3
148,1,Low,type1,3
149,1,Low,type1,3
150,2,Low,type2,0
151,2,Low,type2,0
152,2,Low,type2,0
153,2,Low,type2,0
154,2,Low,type2,0
155,2,Low,type2,0
156,2,Low,type2,0
