age,gender,work,householdID
18,false,ouvrier_batiment,0
77,true,commercant,1
71,true,sans_activite,2
74,true,ouvrier_batiment,3
15,false,artisant,4
80,false,conducteur,5
18,true,commercant,6
29,true,ouvrier_agricole,7
28,true,commercant,8
39,true,enseignant,9
16,true,enseignant,10
25,true,ouvrier_batiment,11
28,true,sans_activite,12
24,false,enseignant,13
54,true,militaire,14
64,false,ouvrier_agricole,15
58,true,ecolier,16
95,false,conducteur,17
90,true,sans_activite,18
81,true,ouvrier,19
32,false,commercant,20
79,false,employe_prive,21
14,false,employe_prive,22
16,false,ouvrier,23
98,false,ouvrier_batiment,24
16,true,sans_activite,25
53,true,ouvrier,26
89,false,ecolier,27
82,true,ouvrier,28
93,false,commercant,29
39,true,ecolier,30
19,true,ouvrier,31
10,false,ecolier,32
27,false,ecolier,33
39,true,ouvrier_batiment,34
96,true,employe_prive,35
26,false,commercant,36
30,false,sans_activite,37
2,true,retraite,38
21,true,conducteur,39
28,false,ouvrier_agricole,40
74,true,artisant,41
44,false,enseignant,42
22,false,commercant,43
77,true,artisant,44
27,false,ouvrier,45
28,true,ouvrier_batiment,46
77,true,militaire,47
30,false,retraite,48
26,false,employe_prive,49
53,true,sans_activite,50
2,true,enseignant,51
25,false,employe_prive,52
56,true,retraite,53
79,false,ecolier,54
53,false,retraite,55
77,true,militaire,56
29,false,ecolier,57
18,false,commercant,58
79,true,conducteur,59
16,true,ouvrier,60
29,true,commercant,61
8,true,ouvrier_agricole,62
97,false,agriculteur,63
28,true,conducteur,64
30,false,militaire,65
3,false,commercant,66
26,false,commercant,67
53,false,ouvrier_batiment,68
29,true,employe_prive,69
63,true,artisant,70
79,false,conducteur,71
77,false,enseignant,72
79,false,ouvrier_batiment,73
27,false,sans_activite,74
52,false,commercant,75
29,true,retraite,76
40,true,enseignant,77
18,true,artisant,78
35,false,ouvrier,79
58,true,sans_activite,80
55,true,conducteur,81
5,true,enseignant,82
23,false,ecolier,83
27,true,ecolier,84
44,true,commercant,85
24,false,ouvrier_agricole,86
86,false,militaire,87
86,false,ouvrier,88
6,false,sans_activite,89
59,false,sans_activite,90
79,true,militaire,91
86,false,agriculteur,92
21,false,employe_prive,93
23,false,ouvrier,94
88,false,ecolier,95
7,true,conducteur,96
23,true,ouvrier,97
