age,gender,work,householdID
11,false,agriculteur,0
38,true,commercant,1
76,false,enseignant,2
18,true,agriculteur,3
56,true,militaire,4
2,true,employe_prive,4
67,false,ecolier,4
59,false,ouvrier_batiment,5
9,false,sans_activite,5
70,true,sans_activite,5
17,false,ouvrier_batiment,6
20,false,ouvrier_agricole,6
44,false,ouvrier_batiment,7
77,true,enseignant,7
86,false,conducteur,8
76,true,retraite,9
25,false,agriculteur,10
28,false,artisant,10
28,false,militaire,10
81,false,ouvrier_batiment,11
62,false,employe_prive,12
5,false,artisant,12
79,true,ouvrier_batiment,13
24,true,enseignant,13
27,false,agriculteur,13
11,true,commercant,14
19,false,commercant,14
85,false,sans_activite,15
15,false,ecolier,16
3,false,enseignant,16
24,false,ouvrier_agricole,17
18,false,artisant,18
19,false,conducteur,18
26,false,ouvrier_batiment,18
18,true,commercant,19
21,true,conducteur,19
71,false,ouvrier_agricole,19
94,false,conducteur,20
69,false,artisant,20
24,true,ouvrier_agricole,20
76,true,sans_activite,21
42,true,commercant,21
75,false,ouvrier,22
39,true,agriculteur,23
29,false,artisant,24
86,false,conducteur,24
76,false,militaire,25
53,true,commercant,25
8,true,commercant,26
45,false,retraite,27
76,false,ouvrier,28
65,true,employe_prive,28
73,true,agriculteur,28
74,true,retraite,29
54,true,employe_prive,29
46,true,conducteur,29
83,true,ouvrier,30
21,false,sans_activite,30
53,true,employe_prive,30
6,false,militaire,31
25,true,ecolier,32
22,true,ouvrier,32
7,false,commercant,33
17,false,ecolier,33
79,true,employe_prive,33
27,false,ecolier,34
80,true,conducteur,34
16,false,artisant,35
29,true,enseignant,35
41,true,artisant,35
25,false,militaire,36
44,true,militaire,37
24,true,ecolier,37
56,false,artisant,38
19,true,employe_prive,38
93,false,ouvrier_batiment,39
9,false,ouvrier,40
23,true,conducteur,40
14,true,conducteur,41
84,true,employe_prive,42
39,true,ouvrier_agricole,43
57,false,conducteur,43
12,true,conducteur,43
20,false,ouvrier_agricole,44
98,true,militaire,44
16,false,retraite,44
65,false,sans_activite,45
75,true,artisant,46
28,false,ouvrier_agricole,47
37,false,ecolier,47
7,true,sans_activite,47
30,true,ouvrier,48
91,false,ouvrier_batiment,48
21,true,artisant,48
64,true,commercant,49
14,true,ecolier,50
80,false,ouvrier_batiment,50
55,true,retraite,50
23,false,militaire,51
5,true,enseignant,51
27,true,ouvrier,51
70,true,enseignant,52
5,false,sans_activite,52
25,false,militaire,53
81,false,commercant,53
99,true,ouvrier,53
81,true,conducteur,54
6,true,ecolier,54
19,true,artisant,55
67,true,sans_activite,55
71,false,militaire,55
39,false,ouvrier,56
13,false,ouvrier,57
25,true,agriculteur,58
30,true,ouvrier,58
100,true,conducteur,58
24,false,artisant,59
26,false,ouvrier_agricole,60
71,true,agriculteur,60
7,true,artisant,60
1,true,agriculteur,61
97,false,artisant,61
64,true,employe_prive,61
96,false,ouvrier_agricole,62
57,true,commercant,62
78,true,sans_activite,63
26,true,commercant,64
48,true,enseignant,65
78,true,employe_prive,66
56,false,enseignant,67
3,false,militaire,67
61,false,agriculteur,67
72,true,sans_activite,68
16,true,militaire,69
8,false,commercant,69
59,true,artisant,69
88,true,commercant,70
21,true,conducteur,70
56,false,employe_prive,70
99,true,artisant,71
18,true,sans_activite,71
65,true,commercant,72
22,false,commercant,72
16,false,conducteur,72
84,false,conducteur,73
32,true,enseignant,74
16,false,artisant,74
21,true,militaire,74
26,true,commercant,75
12,false,conducteur,76
2,true,retraite,77
91,false,employe_prive,78
59,false,artisant,79
64,false,ecolier,79
24,false,militaire,79
42,true,sans_activite,80
3,true,ouvrier,80
25,true,retraite,81
42,true,militaire,81
20,false,militaire,82
13,false,enseignant,83
67,true,conducteur,83
16,true,militaire,84
21,true,ouvrier_batiment,84
17,true,ouvrier_agricole,85
56,true,artisant,85
44,true,ouvrier,86
100,false,ecolier,87
21,false,conducteur,87
79,true,sans_activite,88
76,true,ouvrier,89
25,true,artisant,89
78,true,conducteur,89
30,false,ouvrier_batiment,90
10,false,sans_activite,91
93,false,militaire,92
65,false,artisant,92
22,true,sans_activite,92
17,false,commercant,93
20,true,agriculteur,94
21,false,sans_activite,94
25,false,employe_prive,94
27,false,militaire,95
64,false,ouvrier_batiment,95
35,true,ouvrier_agricole,95
99,true,ouvrier_batiment,96
30,true,sans_activite,96
1,false,commercant,97
27,true,commercant,97
38,false,militaire,97
27,false,conducteur,98
26,false,sans_activite,98
30,false,artisant,98
70,false,conducteur,99
76,false,sans_activite,99
23,true,ouvrier_batiment,99
