Work,agriculteur,Gender,false,Age,0:15,23
Work,artisant,Gender,false,Age,0:15,31
Work,commercant,Gender,false,Age,0:15,34
Work,conducteur,Gender,false,Age,0:15,24
Work,ecolier,Gender,false,Age,0:15,34
Work,employe_prive,Gender,false,Age,0:15,40
Work,enseignant,Gender,false,Age,0:15,50
Work,militaire,Gender,false,Age,0:15,26
Work,ouvrier,Gender,false,Age,0:15,28
Work,ouvrier_agricole,Gender,false,Age,0:15,35
Work,ouvrier_batiment,Gender,false,Age,0:15,35
Work,retraite,Gender,false,Age,0:15,30
Work,sans_activite,Gender,false,Age,0:15,30
Work,agriculteur,Gender,true,Age,0:15,26
Work,artisant,Gender,true,Age,0:15,37
Work,commercant,Gender,true,Age,0:15,37
Work,conducteur,Gender,true,Age,0:15,25
Work,ecolier,Gender,true,Age,0:15,31
Work,employe_prive,Gender,true,Age,0:15,42
Work,enseignant,Gender,true,Age,0:15,24
Work,militaire,Gender,true,Age,0:15,43
Work,ouvrier,Gender,true,Age,0:15,30
Work,ouvrier_agricole,Gender,true,Age,0:15,30
Work,ouvrier_batiment,Gender,true,Age,0:15,19
Work,retraite,Gender,true,Age,0:15,38
Work,sans_activite,Gender,true,Age,0:15,26
Work,agriculteur,Gender,false,Age,16:20,27
Work,artisant,Gender,false,Age,16:20,31
Work,commercant,Gender,false,Age,16:20,29
Work,conducteur,Gender,false,Age,16:20,20
Work,ecolier,Gender,false,Age,16:20,18
Work,employe_prive,Gender,false,Age,16:20,22
Work,enseignant,Gender,false,Age,16:20,27
Work,militaire,Gender,false,Age,16:20,24
Work,ouvrier,Gender,false,Age,16:20,37
Work,ouvrier_agricole,Gender,false,Age,16:20,31
Work,ouvrier_batiment,Gender,false,Age,16:20,29
Work,retraite,Gender,false,Age,16:20,27
Work,sans_activite,Gender,false,Age,16:20,28
Work,agriculteur,Gender,true,Age,16:20,35
Work,artisant,Gender,true,Age,16:20,31
Work,commercant,Gender,true,Age,16:20,38
Work,conducteur,Gender,true,Age,16:20,29
Work,ecolier,Gender,true,Age,16:20,28
Work,employe_prive,Gender,true,Age,16:20,32
Work,enseignant,Gender,true,Age,16:20,35
Work,militaire,Gender,true,Age,16:20,32
Work,ouvrier,Gender,true,Age,16:20,28
Work,ouvrier_agricole,Gender,true,Age,16:20,29
Work,ouvrier_batiment,Gender,true,Age,16:20,28
Work,retraite,Gender,true,Age,16:20,31
Work,sans_activite,Gender,true,Age,16:20,38
Work,agriculteur,Gender,false,Age,21:25,24
Work,artisant,Gender,false,Age,21:25,38
Work,commercant,Gender,false,Age,21:25,30
Work,conducteur,Gender,false,Age,21:25,32
Work,ecolier,Gender,false,Age,21:25,30
Work,employe_prive,Gender,false,Age,21:25,33
Work,enseignant,Gender,false,Age,21:25,34
Work,militaire,Gender,false,Age,21:25,30
Work,ouvrier,Gender,false,Age,21:25,27
Work,ouvrier_agricole,Gender,false,Age,21:25,33
Work,ouvrier_batiment,Gender,false,Age,21:25,36
Work,retraite,Gender,false,Age,21:25,28
Work,sans_activite,Gender,false,Age,21:25,35
Work,agriculteur,Gender,true,Age,21:25,37
Work,artisant,Gender,true,Age,21:25,31
Work,commercant,Gender,true,Age,21:25,23
Work,conducteur,Gender,true,Age,21:25,23
Work,ecolier,Gender,true,Age,21:25,35
Work,employe_prive,Gender,true,Age,21:25,33
Work,enseignant,Gender,true,Age,21:25,38
Work,militaire,Gender,true,Age,21:25,34
Work,ouvrier,Gender,true,Age,21:25,32
Work,ouvrier_agricole,Gender,true,Age,21:25,33
Work,ouvrier_batiment,Gender,true,Age,21:25,31
Work,retraite,Gender,true,Age,21:25,40
Work,sans_activite,Gender,true,Age,21:25,25
Work,agriculteur,Gender,false,Age,26:30,32
Work,artisant,Gender,false,Age,26:30,30
Work,commercant,Gender,false,Age,26:30,25
Work,conducteur,Gender,false,Age,26:30,28
Work,ecolier,Gender,false,Age,26:30,29
Work,employe_prive,Gender,false,Age,26:30,24
Work,enseignant,Gender,false,Age,26:30,32
Work,militaire,Gender,false,Age,26:30,24
Work,ouvrier,Gender,false,Age,26:30,33
Work,ouvrier_agricole,Gender,false,Age,26:30,32
Work,ouvrier_batiment,Gender,false,Age,26:30,33
Work,retraite,Gender,false,Age,26:30,33
Work,sans_activite,Gender,false,Age,26:30,34
Work,agriculteur,Gender,true,Age,26:30,39
Work,artisant,Gender,true,Age,26:30,33
Work,commercant,Gender,true,Age,26:30,33
Work,conducteur,Gender,true,Age,26:30,31
Work,ecolier,Gender,true,Age,26:30,26
Work,employe_prive,Gender,true,Age,26:30,31
Work,enseignant,Gender,true,Age,26:30,27
Work,militaire,Gender,true,Age,26:30,41
Work,ouvrier,Gender,true,Age,26:30,18
Work,ouvrier_agricole,Gender,true,Age,26:30,23
Work,ouvrier_batiment,Gender,true,Age,26:30,38
Work,retraite,Gender,true,Age,26:30,31
Work,sans_activite,Gender,true,Age,26:30,40
Work,agriculteur,Gender,false,Age,31:50,24
Work,artisant,Gender,false,Age,31:50,30
Work,commercant,Gender,false,Age,31:50,31
Work,conducteur,Gender,false,Age,31:50,33
Work,ecolier,Gender,false,Age,31:50,21
Work,employe_prive,Gender,false,Age,31:50,32
Work,enseignant,Gender,false,Age,31:50,35
Work,militaire,Gender,false,Age,31:50,33
Work,ouvrier,Gender,false,Age,31:50,27
Work,ouvrier_agricole,Gender,false,Age,31:50,28
Work,ouvrier_batiment,Gender,false,Age,31:50,41
Work,retraite,Gender,false,Age,31:50,35
Work,sans_activite,Gender,false,Age,31:50,43
Work,agriculteur,Gender,true,Age,31:50,30
Work,artisant,Gender,true,Age,31:50,34
Work,commercant,Gender,true,Age,31:50,33
