Household Income,High,HouseholdSize,1,Number Of Cars,0,Household Type,type1,95
Household Income,High,HouseholdSize,1,Number Of Cars,1,Household Type,type1,21
Household Income,High,HouseholdSize,1,Number Of Cars,2,Household Type,type1,20
Household Income,High,HouseholdSize,1,Number Of Cars,3,Household Type,type1,67
Household Income,High,HouseholdSize,1,Number Of Cars,0,Household Type,type2,94
Household Income,High,HouseholdSize,1,Number Of Cars,1,Household Type,type2,74
Household Income,High,HouseholdSize,1,Number Of Cars,2,Household Type,type2,82
Household Income,High,HouseholdSize,1,Number Of Cars,3,Household Type,type2,90
Household Income,High,HouseholdSize,1,Number Of Cars,0,Household Type,type3,34
Household Income,High,HouseholdSize,1,Number Of Cars,1,Household Type,type3,66
Household Income,High,HouseholdSize,1,Number Of Cars,2,Household Type,type3,29
Household Income,High,HouseholdSize,1,Number Of Cars,3,Household Type,type3,61
Household Income,Low,HouseholdSize,1,Number Of Cars,0,Household Type,type1,7
Household Income,Low,HouseholdSize,1,Number Of Cars,1,Household Type,type1,92
Household Income,Low,HouseholdSize,1,Number Of Cars,2,Household Type,type1,20
Household Income,Low,HouseholdSize,1,Number Of Cars,3,Household Type,type1,61
Household Income,Low,HouseholdSize,1,Number Of Cars,0,Household Type,type2,59
Household Income,Low,HouseholdSize,1,Number Of Cars,1,Household Type,type2,62
Household Income,Low,HouseholdSize,1,Number Of Cars,2,Household Type,type2,69
Household Income,Low,HouseholdSize,1,Number Of Cars,3,Household Type,type2,36
Household Income,Low,HouseholdSize,1,Number Of Cars,0,Household Type,type3,52
Household Income,Low,HouseholdSize,1,Number Of Cars,1,Household Type,type3,5
Household Income,Low,HouseholdSize,1,Number Of Cars,2,Household Type,type3,27
Household Income,Low,HouseholdSize,1,Number Of Cars,3,Household Type,type3,22
Household Income,High,HouseholdSize,2,Number Of Cars,0,Household Type,type1,40
Household Income,High,HouseholdSize,2,Number Of Cars,1,Household Type,type1,44
Household Income,High,HouseholdSize,2,Number Of Cars,2,Household Type,type1,92
Household Income,High,HouseholdSize,2,Number Of Cars,3,Household Type,type1,37
Household Income,High,HouseholdSize,2,Number Of Cars,0,Household Type,type2,30
Household Income,High,HouseholdSize,2,Number Of Cars,1,Household Type,type2,24
Household Income,High,HouseholdSize,2,Number Of Cars,2,Household Type,type2,45
Household Income,High,HouseholdSize,2,Number Of Cars,3,Household Type,type2,92
Household Income,High,HouseholdSize,2,Number Of Cars,0,Household Type,type3,46
Household Income,High,HouseholdSize,2,Number Of Cars,1,Household Type,type3,46
Household Income,High,HouseholdSize,2,Number Of Cars,2,Household Type,type3,30
Household Income,High,HouseholdSize,2,Number Of Cars,3,Household Type,type3,85
Household Income,Low,HouseholdSize,2,Number Of Cars,0,Household Type,type1,30
Household Income,Low,HouseholdSize,2,Number Of Cars,1,Household Type,type1,8
Household Income,Low,HouseholdSize,2,Number Of Cars,2,Household Type,type1,19
Household Income,Low,HouseholdSize,2,Number Of Cars,3,Household Type,type1,79
Household Income,Low,HouseholdSize,2,Number Of Cars,0,Household Type,type2,46
Household Income,Low,HouseholdSize,2,Number Of Cars,1,Household Type,type2,47
Household Income,Low,HouseholdSize,2,Number Of Cars,2,Household Type,type2,46
Household Income,Low,HouseholdSize,2,Number Of Cars,3,Household Type,type2,96
Household Income,Low,HouseholdSize,2,Number Of Cars,0,Household Type,type3,21
Household Income,Low,HouseholdSize,2,Number Of Cars,1,Household Type,type3,44
Household Income,Low,HouseholdSize,2,Number Of Cars,2,Household Type,type3,72
Household Income,Low,HouseholdSize,2,Number Of Cars,3,Household Type,type3,9
Household Income,High,HouseholdSize,3,Number Of Cars,0,Household Type,type1,49
Household Income,High,HouseholdSize,3,Number Of Cars,1,Household Type,type1,29
Household Income,High,HouseholdSize,3,Number Of Cars,2,Household Type,type1,22
Household Income,High,HouseholdSize,3,Number Of Cars,3,Household Type,type1,55
Household Income,High,HouseholdSize,3,Number Of Cars,0,Household Type,type2,38
Household Income,High,HouseholdSize,3,Number Of Cars,1,Household Type,type2,60
Household Income,High,HouseholdSize,3,Number Of Cars,2,Household Type,type2,96
Household Income,High,HouseholdSize,3,Number Of Cars,3,Household Type,type2,32
Household Income,High,HouseholdSize,3,Number Of Cars,0,Household Type,type3,86
Household Income,High,HouseholdSize,3,Number Of Cars,1,Household Type,type3,15
Household Income,High,HouseholdSize,3,Number Of Cars,2,Household Type,type3,49
Household Income,High,HouseholdSize,3,Number Of Cars,3,Household Type,type3,73
Household Income,Low,HouseholdSize,3,Number Of Cars,0,Household Type,type1,70
Household Income,Low,HouseholdSize,3,Number Of Cars,1,Household Type,type1,42
Household Income,Low,HouseholdSize,3,Number Of Cars,2,Household Type,type1,92
Household Income,Low,HouseholdSize,3,Number Of Cars,3,Household Type,type1,20
Household Income,Low,HouseholdSize,3,Number Of Cars,0,Household Type,type2,71
Household Income,Low,HouseholdSize,3,Number Of Cars,1,Household Type,type2,55
Household Income,Low,HouseholdSize,3,Number Of Cars,2,Household Type,type2,88
Household Income,Low,HouseholdSize,3,Number Of Cars,3,Household Type,type2,56
Household Income,Low,HouseholdSize,3,Number Of Cars,0,Household Type,type3,44
Household Income,Low,HouseholdSize,3,Number Of Cars,1,Household Type,type3,6
Household Income,Low,HouseholdSize,3,Number Of Cars,2,Household Type,type3,59
Household Income,Low,HouseholdSize,3,Number Of Cars,3,Household Type,type3,63
