householdID,householdSize,householdIncome,householdType,numberOfCars
58,1,High,type1,0
58,1,High,type1,0
58,1,High,type1,0
3,1,High,type1,0
3,1,High,type1,0
3,1,High,type1,0
45,1,High,type1,0
58,1,High,type1,0
58,1,High,type1,0
58,1,High,type1,0
3,1,High,type1,0
3,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
58,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
3,1,High,type1,0
3,1,High,type1,0
45,1,High,type1,0
3,1,High,type1,0
3,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
45,1,High,type1,0
58,1,High,type1,0
3,1,High,type1,0
27,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
30,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
27,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
44,1,High,type1,1
53,1,High,type1,2
4,1,High,type1,2
53,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
53,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
4,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
4,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
53,1,High,type1,2
