age,gender,work,householdID
66,false,ouvrier_batiment,0
9,false,ouvrier,1
51,false,enseignant,2
25,true,sans_activite,3
55,true,ecolier,4
60,false,agriculteur,5
60,false,agriculteur,6
65,false,employe_prive,7
9,false,ouvrier,8
55,true,ecolier,9
9,false,ouvrier,10
24,false,retraite,11
9,false,ouvrier,12
5,false,retraite,13
5,false,retraite,14
25,true,sans_activite,15
5,false,retraite,16
60,false,agriculteur,17
9,false,ouvrier,18
55,true,ecolier,19
51,false,enseignant,20
25,true,sans_activite,21
51,false,enseignant,22
16,false,conducteur,23
60,false,agriculteur,24
9,false,ouvrier,25
65,false,employe_prive,26
0,true,militaire,27
51,false,enseignant,28
5,false,retraite,29
55,true,ecolier,30
0,true,militaire,31
14,true,agriculteur,32
60,false,ouvrier_batiment,33
55,true,ecolier,34
60,false,agriculteur,35
24,false,retraite,36
14,true,agriculteur,37
0,true,militaire,38
52,true,sans_activite,39
55,true,ecolier,40
9,false,ouvrier,41
65,false,employe_prive,42
60,false,ouvrier_batiment,43
65,false,employe_prive,44
66,false,ouvrier_batiment,45
0,true,militaire,46
24,false,retraite,47
5,false,retraite,48
66,false,ouvrier_batiment,49
60,false,ouvrier_batiment,50
0,true,militaire,51
5,false,retraite,52
66,false,ouvrier_batiment,53
24,false,retraite,54
25,true,sans_activite,55
9,false,ouvrier,56
5,false,retraite,57
24,false,retraite,58
60,false,ouvrier_batiment,59
25,true,sans_activite,60
16,false,conducteur,61
60,false,agriculteur,62
51,false,enseignant,63
66,false,ouvrier_batiment,64
24,false,retraite,65
5,false,retraite,66
14,true,agriculteur,67
14,true,agriculteur,68
60,false,ouvrier_batiment,69
55,true,ecolier,70
9,false,ouvrier,71
24,false,retraite,72
51,false,enseignant,73
0,true,militaire,74
14,true,agriculteur,75
9,false,ouvrier,76
5,false,retraite,77
14,true,agriculteur,78
24,false,retraite,79
60,false,ouvrier_batiment,80
24,false,retraite,81
14,true,agriculteur,82
14,true,agriculteur,83
60,false,ouvrier_batiment,84
24,false,retraite,85
60,false,agriculteur,86
9,false,ouvrier,87
60,false,ouvrier_batiment,88
51,false,enseignant,89
24,false,retraite,90
51,false,enseignant,91
60,false,agriculteur,92
9,false,ouvrier,93
9,false,ouvrier,94
25,true,sans_activite,95
66,false,ouvrier_batiment,96
14,true,agriculteur,97
66,false,ouvrier_batiment,98
66,false,ouvrier_batiment,99
60,false,agriculteur,100
14,true,agriculteur,101
14,true,agriculteur,102
25,true,sans_activite,103
14,true,agriculteur,104
52,true,sans_activite,105
5,false,retraite,106
25,true,sans_activite,107
0,true,militaire,108
9,false,ouvrier,109
55,true,ecolier,110
16,false,conducteur,111
60,false,ouvrier_batiment,112
66,false,ouvrier_batiment,113
51,false,enseignant,114
55,true,ecolier,115
25,true,sans_activite,116
52,true,sans_activite,117
51,false,enseignant,118
14,true,agriculteur,119
55,true,ecolier,120
25,true,sans_activite,121
16,false,conducteur,122
52,true,sans_activite,123
14,true,agriculteur,124
65,false,employe_prive,125
24,false,retraite,126
14,true,agriculteur,127
24,false,retraite,128
60,false,agriculteur,129
52,true,sans_activite,130
60,false,ouvrier_batiment,131
60,false,agriculteur,132
0,true,militaire,133
14,true,agriculteur,134
60,false,agriculteur,135
25,true,sans_activite,136
0,true,militaire,137
5,false,retraite,138
25,true,sans_activite,139
5,false,retraite,140
65,false,employe_prive,141
51,false,enseignant,142
66,false,ouvrier_batiment,143
55,true,ecolier,144
9,false,ouvrier,145
51,false,enseignant,146
16,false,conducteur,147
25,true,sans_activite,148
0,true,militaire,149
5,false,retraite,150
51,false,enseignant,151
52,true,sans_activite,152
51,false,enseignant,153
51,false,enseignant,154
0,true,militaire,155
5,false,retraite,156
52,true,sans_activite,157
52,true,sans_activite,158
16,false,conducteur,159
25,true,sans_activite,160
60,false,ouvrier_batiment,161
14,true,agriculteur,162
60,false,ouvrier_batiment,163
5,false,retraite,164
9,false,ouvrier,165
55,true,ecolier,166
65,false,employe_prive,167
65,false,employe_prive,168
51,false,enseignant,169
14,true,agriculteur,170
66,false,ouvrier_batiment,171
9,false,ouvrier,172
60,false,ouvrier_batiment,173
9,false,ouvrier,174
0,true,militaire,175
60,false,agriculteur,176
0,true,militaire,177
66,false,ouvrier_batiment,178
25,true,sans_activite,179
52,true,sans_activite,180
9,false,ouvrier,181
52,true,sans_activite,182
9,false,ouvrier,183
65,false,employe_prive,184
9,false,ouvrier,185
14,true,agriculteur,186
14,true,agriculteur,187
60,false,agriculteur,188
16,false,conducteur,189
66,false,ouvrier_batiment,190
24,false,retraite,191
52,true,sans_activite,192
25,true,sans_activite,193
9,false,ouvrier,194
60,false,ouvrier_batiment,195
5,false,retraite,196
65,false,employe_prive,197
25,true,sans_activite,198
16,false,conducteur,199
5,false,retraite,200
25,true,sans_activite,201
16,false,conducteur,202
60,false,agriculteur,203
55,true,ecolier,204
14,true,agriculteur,205
9,false,ouvrier,206
9,false,ouvrier,207
55,true,ecolier,208
55,true,ecolier,209
9,false,ouvrier,210
55,true,ecolier,211
51,false,enseignant,212
0,true,militaire,213
60,false,ouvrier_batiment,214
0,true,militaire,215
55,true,ecolier,216
16,false,conducteur,217
65,false,employe_prive,218
60,false,agriculteur,219
60,false,ouvrier_batiment,220
65,false,employe_prive,221
52,true,sans_activite,222
65,false,employe_prive,223
60,false,agriculteur,224
24,false,retraite,225
25,true,sans_activite,226
0,true,militaire,227
24,false,retraite,228
65,false,employe_prive,229
25,true,sans_activite,230
25,true,sans_activite,231
55,true,ecolier,232
24,false,retraite,233
51,false,enseignant,234
14,true,agriculteur,235
25,true,sans_activite,236
0,true,militaire,237
25,true,sans_activite,238
14,true,agriculteur,239
25,true,sans_activite,240
65,false,employe_prive,241
60,false,ouvrier_batiment,242
60,false,ouvrier_batiment,243
16,false,conducteur,244
60,false,agriculteur,245
60,false,ouvrier_batiment,246
9,false,ouvrier,247
52,true,sans_activite,248
25,true,sans_activite,249
5,false,retraite,250
