Age,0:15,Gender,false,Work,agriculteur,31
Age,0:15,Gender,false,Work,artisant,29
Age,0:15,Gender,false,Work,commercant,28
Age,0:15,Gender,false,Work,conducteur,25
Age,0:15,Gender,false,Work,ecolier,33
Age,0:15,Gender,false,Work,employe_prive,44
Age,0:15,Gender,false,Work,enseignant,33
Age,0:15,Gender,false,Work,militaire,38
Age,0:15,Gender,false,Work,ouvrier,34
Age,0:15,Gender,false,Work,ouvrier_agricole,30
Age,0:15,Gender,false,Work,ouvrier_batiment,28
Age,0:15,Gender,false,Work,retraite,27
Age,0:15,Gender,false,Work,sans_activite,37
Age,0:15,Gender,true,Work,agriculteur,29
Age,0:15,Gender,true,Work,artisant,35
Age,0:15,Gender,true,Work,commercant,35
Age,0:15,Gender,true,Work,conducteur,26
Age,0:15,Gender,true,Work,ecolier,31
Age,0:15,Gender,true,Work,employe_prive,28
Age,0:15,Gender,true,Work,enseignant,36
Age,0:15,Gender,true,Work,militaire,32
Age,0:15,Gender,true,Work,ouvrier,48
Age,0:15,Gender,true,Work,ouvrier_agricole,31
Age,0:15,Gender,true,Work,ouvrier_batiment,30
Age,0:15,Gender,true,Work,retraite,42
Age,0:15,Gender,true,Work,sans_activite,30
Age,16:20,Gender,false,Work,agriculteur,43
Age,16:20,Gender,false,Work,artisant,14
Age,16:20,Gender,false,Work,commercant,28
Age,16:20,Gender,false,Work,conducteur,37
Age,16:20,Gender,false,Work,ecolier,31
Age,16:20,Gender,false,Work,employe_prive,36
Age,16:20,Gender,false,Work,enseignant,31
Age,16:20,Gender,false,Work,militaire,39
Age,16:20,Gender,false,Work,ouvrier,34
Age,16:20,Gender,false,Work,ouvrier_agricole,38
Age,16:20,Gender,false,Work,ouvrier_batiment,31
Age,16:20,Gender,false,Work,retraite,46
Age,16:20,Gender,false,Work,sans_activite,31
Age,16:20,Gender,true,Work,agriculteur,34
Age,16:20,Gender,true,Work,artisant,30
Age,16:20,Gender,true,Work,commercant,31
Age,16:20,Gender,true,Work,conducteur,42
Age,16:20,Gender,true,Work,ecolier,28
Age,16:20,Gender,true,Work,employe_prive,45
Age,16:20,Gender,true,Work,enseignant,42
Age,16:20,Gender,true,Work,militaire,40
Age,16:20,Gender,true,Work,ouvrier,34
Age,16:20,Gender,true,Work,ouvrier_agricole,29
Age,16:20,Gender,true,Work,ouvrier_batiment,32
Age,16:20,Gender,true,Work,retraite,34
Age,16:20,Gender,true,Work,sans_activite,29
Age,21:25,Gender,false,Work,agriculteur,36
Age,21:25,Gender,false,Work,artisant,42
Age,21:25,Gender,false,Work,commercant,28
Age,21:25,Gender,false,Work,conducteur,45
Age,21:25,Gender,false,Work,ecolier,23
Age,21:25,Gender,false,Work,employe_prive,42
Age,21:25,Gender,false,Work,enseignant,30
Age,21:25,Gender,false,Work,militaire,31
Age,21:25,Gender,false,Work,ouvrier,48
Age,21:25,Gender,false,Work,ouvrier_agricole,29
Age,21:25,Gender,false,Work,ouvrier_batiment,39
Age,21:25,Gender,false,Work,retraite,36
Age,21:25,Gender,false,Work,sans_activite,50
Age,21:25,Gender,true,Work,agriculteur,30
Age,21:25,Gender,true,Work,artisant,30
Age,21:25,Gender,true,Work,commercant,31
Age,21:25,Gender,true,Work,conducteur,36
Age,21:25,Gender,true,Work,ecolier,43
Age,21:25,Gender,true,Work,employe_prive,35
Age,21:25,Gender,true,Work,enseignant,43
Age,21:25,Gender,true,Work,militaire,32
Age,21:25,Gender,true,Work,ouvrier,34
Age,21:25,Gender,true,Work,ouvrier_agricole,51
Age,21:25,Gender,true,Work,ouvrier_batiment,45
Age,21:25,Gender,true,Work,retraite,34
Age,21:25,Gender,true,Work,sans_activite,37
Age,26:30,Gender,false,Work,agriculteur,38
Age,26:30,Gender,false,Work,artisant,36
Age,26:30,Gender,false,Work,commercant,37
Age,26:30,Gender,false,Work,conducteur,40
Age,26:30,Gender,false,Work,ecolier,48
Age,26:30,Gender,false,Work,employe_prive,32
Age,26:30,Gender,false,Work,enseignant,29
Age,26:30,Gender,false,Work,militaire,38
Age,26:30,Gender,false,Work,ouvrier,46
Age,26:30,Gender,false,Work,ouvrier_agricole,28
Age,26:30,Gender,false,Work,ouvrier_batiment,39
Age,26:30,Gender,false,Work,retraite,43
Age,26:30,Gender,false,Work,sans_activite,42
Age,26:30,Gender,true,Work,agriculteur,37
Age,26:30,Gender,true,Work,artisant,43
Age,26:30,Gender,true,Work,commercant,38
Age,26:30,Gender,true,Work,conducteur,31
Age,26:30,Gender,true,Work,ecolier,39
Age,26:30,Gender,true,Work,employe_prive,36
Age,26:30,Gender,true,Work,enseignant,40
Age,26:30,Gender,true,Work,militaire,35
Age,26:30,Gender,true,Work,ouvrier,31
Age,26:30,Gender,true,Work,ouvrier_agricole,39
Age,26:30,Gender,true,Work,ouvrier_batiment,32
Age,26:30,Gender,true,Work,retraite,40
Age,26:30,Gender,true,Work,sans_activite,36
Age,31:50,Gender,false,Work,agriculteur,35
Age,31:50,Gender,false,Work,artisant,28
Age,31:50,Gender,false,Work,commercant,35
Age,31:50,Gender,false,Work,conducteur,27
Age,31:50,Gender,false,Work,ecolier,38
Age,31:50,Gender,false,Work,employe_prive,41
Age,31:50,Gender,false,Work,enseignant,40
Age,31:50,Gender,false,Work,militaire,37
Age,31:50,Gender,false,Work,ouvrier,25
Age,31:50,Gender,false,Work,ouvrier_agricole,40
Age,31:50,Gender,false,Work,ouvrier_batiment,38
Age,31:50,Gender,false,Work,retraite,42
Age,31:50,Gender,false,Work,sans_activite,37
Age,31:50,Gender,true,Work,agriculteur,42
Age,31:50,Gender,true,Work,artisant,20
Age,31:50,Gender,true,Work,commercant,40
Age,31:50,Gender,true,Work,conducteur,30
Age,31:50,Gender,true,Work,ecolier,42
Age,31:50,Gender,true,Work,employe_prive,34
Age,31:50,Gender,true,Work,enseignant,36
Age,31:50,Gender,true,Work,militaire,37
Age,31:50,Gender,true,Work,ouvrier,34
Age,31:50,Gender,true,Work,ouvrier_agricole,38
Age,31:50,Gender,true,Work,ouvrier_batiment,35
Age,31:50,Gender,true,Work,retraite,35
Age,31:50,Gender,true,Work,sans_activite,32
Age,51:60,Gender,false,Work,agriculteur,35
Age,51:60,Gender,false,Work,artisant,28
Age,51:60,Gender,false,Work,commercant,36
Age,51:60,Gender,false,Work,conducteur,33
Age,51:60,Gender,false,Work,ecolier,42
Age,51:60,Gender,false,Work,employe_prive,36
Age,51:60,Gender,false,Work,enseignant,30
Age,51:60,Gender,false,Work,militaire,26
Age,51:60,Gender,false,Work,ouvrier,32
Age,51:60,Gender,false,Work,ouvrier_agricole,27
Age,51:60,Gender,false,Work,ouvrier_batiment,33
Age,51:60,Gender,false,Work,retraite,38
Age,51:60,Gender,false,Work,sans_activite,44
Age,51:60,Gender,true,Work,agriculteur,39
Age,51:60,Gender,true,Work,artisant,32
Age,51:60,Gender,true,Work,commercant,34
Age,51:60,Gender,true,Work,conducteur,35
Age,51:60,Gender,true,Work,ecolier,35
Age,51:60,Gender,true,Work,employe_prive,27
Age,51:60,Gender,true,Work,enseignant,28
Age,51:60,Gender,true,Work,militaire,38
Age,51:60,Gender,true,Work,ouvrier,32
Age,51:60,Gender,true,Work,ouvrier_agricole,46
Age,51:60,Gender,true,Work,ouvrier_batiment,31
Age,51:60,Gender,true,Work,retraite,28
Age,51:60,Gender,true,Work,sans_activite,37
Age,61:75,Gender,false,Work,agriculteur,47
Age,61:75,Gender,false,Work,artisant,42
Age,61:75,Gender,false,Work,commercant,39
Age,61:75,Gender,false,Work,conducteur,30
Age,61:75,Gender,false,Work,ecolier,40
Age,61:75,Gender,false,Work,employe_prive,43
Age,61:75,Gender,false,Work,enseignant,29
Age,61:75,Gender,false,Work,militaire,41
Age,61:75,Gender,false,Work,ouvrier,34
Age,61:75,Gender,false,Work,ouvrier_agricole,32
Age,61:75,Gender,false,Work,ouvrier_batiment,33
Age,61:75,Gender,false,Work,retraite,47
Age,61:75,Gender,false,Work,sans_activite,21
Age,61:75,Gender,true,Work,agriculteur,43
Age,61:75,Gender,true,Work,artisant,33
Age,61:75,Gender,true,Work,commercant,34
Age,61:75,Gender,true,Work,conducteur,35
Age,61:75,Gender,true,Work,ecolier,25
Age,61:75,Gender,true,Work,employe_prive,34
Age,61:75,Gender,true,Work,enseignant,31
Age,61:75,Gender,true,Work,militaire,36
Age,61:75,Gender,true,Work,ouvrier,25
Age,61:75,Gender,true,Work,ouvrier_agricole,39
Age,61:75,Gender,true,Work,ouvrier_batiment,39
Age,61:75,Gender,true,Work,retraite,31
Age,61:75,Gender,true,Work,sans_activite,33
Age,76:80,Gender,false,Work,agriculteur,44
Age,76:80,Gender,false,Work,artisant,30
Age,76:80,Gender,false,Work,commercant,27
Age,76:80,Gender,false,Work,conducteur,28
Age,76:80,Gender,false,Work,ecolier,41
Age,76:80,Gender,false,Work,employe_prive,45
Age,76:80,Gender,false,Work,enseignant,33
Age,76:80,Gender,false,Work,militaire,30
Age,76:80,Gender,false,Work,ouvrier,35
Age,76:80,Gender,false,Work,ouvrier_agricole,37
Age,76:80,Gender,false,Work,ouvrier_batiment,33
Age,76:80,Gender,false,Work,retraite,34
Age,76:80,Gender,false,Work,sans_activite,38
Age,76:80,Gender,true,Work,agriculteur,35
Age,76:80,Gender,true,Work,artisant,38
Age,76:80,Gender,true,Work,commercant,43
Age,76:80,Gender,true,Work,conducteur,24
Age,76:80,Gender,true,Work,ecolier,53
