age,gender,work,householdID
17,true,sans_activite,0
47,false,employe_prive,1
74,false,artisant,2
94,false,commercant,3
78,false,enseignant,4
53,true,enseignant,5
37,false,ouvrier,6
87,false,conducteur,7
81,true,retraite,8
4,false,commercant,9
60,true,ouvrier_agricole,10
10,false,enseignant,11
38,true,ouvrier_agricole,12
98,true,artisant,13
52,true,artisant,14
20,false,artisant,15
94,false,commercant,16
77,false,ouvrier,17
74,false,ouvrier_batiment,18
27,false,militaire,19
26,true,sans_activite,20
23,true,agriculteur,21
26,true,militaire,22
16,false,employe_prive,23
72,false,ouvrier_batiment,24
29,true,retraite,25
74,false,artisant,26
68,false,militaire,27
51,true,ouvrier,28
3,false,enseignant,29
24,true,artisant,30
25,true,retraite,31
60,true,employe_prive,32
10,false,enseignant,33
26,true,artisant,34
22,false,ouvrier,35
94,false,commercant,36
47,false,employe_prive,37
28,true,ouvrier,38
53,true,artisant,39
18,false,commercant,40
75,false,militaire,41
89,true,ouvrier_agricole,42
29,false,ouvrier,43
45,true,ouvrier_agricole,44
75,true,commercant,45
16,false,employe_prive,46
56,true,militaire,47
21,false,ecolier,48
21,false,ouvrier_agricole,49
80,false,retraite,50
46,true,retraite,51
3,true,ouvrier_batiment,52
25,false,ouvrier_batiment,53
18,true,employe_prive,54
98,true,artisant,55
88,false,enseignant,56
71,true,artisant,57
17,false,enseignant,58
34,true,artisant,59
72,false,ouvrier_batiment,60
75,false,militaire,61
72,false,artisant,62
58,false,ouvrier_batiment,63
43,true,commercant,64
75,false,sans_activite,65
66,false,commercant,66
32,true,ouvrier,67
16,false,employe_prive,68
60,true,employe_prive,69
81,true,retraite,70
89,false,retraite,71
29,true,retraite,72
4,false,commercant,73
83,true,artisant,74
72,false,ouvrier_batiment,75
10,false,enseignant,76
80,true,conducteur,77
47,true,artisant,78
71,true,retraite,79
80,false,retraite,80
56,true,militaire,81
60,false,conducteur,82
4,false,commercant,83
71,true,retraite,84
60,true,employe_prive,85
33,true,militaire,86
65,false,sans_activite,87
