age,gender,work,householdID
52,false,commercant,12399
20,true,agriculteur,12399
82,true,enseignant,12399
91,false,enseignant,12399
79,false,conducteur,12399
9,false,ouvrier,14817
74,false,commercant,18851
37,false,militaire,18851
52,false,ouvrier_agricole,18851
30,false,employe_prive,638
62,true,commercant,638
87,false,sans_activite,638
22,false,agriculteur,638
35,true,ouvrier,15304
28,true,ouvrier_batiment,15304
22,false,agriculteur,19825
84,true,commercant,19825
51,true,agriculteur,19825
29,false,sans_activite,19825
21,false,artisant,19825
76,true,conducteur,19825
26,true,ouvrier,10590
22,true,ouvrier_agricole,10590
37,false,artisant,10537
62,false,commercant,10537
37,false,ouvrier,10537
78,true,retraite,10537
30,false,enseignant,10537
37,true,enseignant,15404
45,false,enseignant,15404
76,true,enseignant,7828
19,true,agriculteur,7828
17,true,employe_prive,7828
71,false,agriculteur,5120
29,false,ouvrier_agricole,5120
29,true,ouvrier_batiment,5120
68,false,ouvrier_batiment,5120
47,true,employe_prive,5120
8,true,agriculteur,5120
2,true,sans_activite,13774
51,false,retraite,13774
32,false,conducteur,13774
59,true,employe_prive,13774
31,false,militaire,13774
30,false,sans_activite,15831
46,true,commercant,15831
64,true,ouvrier,15831
80,true,retraite,15831
27,true,retraite,15831
27,false,agriculteur,18
77,false,agriculteur,18
64,false,artisant,18
78,false,sans_activite,18
72,true,ouvrier_agricole,18
99,true,commercant,18
64,false,commercant,19547
72,true,ouvrier,19547
80,false,ouvrier,17828
61,true,artisant,4344
65,true,ouvrier_batiment,1492
19,true,ouvrier,1492
26,false,artisant,1492
77,true,conducteur,1492
68,false,sans_activite,1492
93,true,artisant,5767
28,true,conducteur,5767
27,false,artisant,5767
60,true,enseignant,12729
30,true,artisant,12729
61,true,commercant,12729
66,false,ouvrier_batiment,14071
41,false,conducteur,7695
68,true,militaire,7695
28,true,ecolier,7695
17,false,retraite,5592
52,false,enseignant,5592
2,false,ecolier,5592
16,false,ouvrier_batiment,1478
29,false,conducteur,1478
18,false,conducteur,1478
63,false,ouvrier,1478
47,true,retraite,1478
13,false,agriculteur,14944
23,true,sans_activite,14944
85,true,ouvrier,14944
5,false,retraite,8604
39,true,ouvrier_batiment,18968
76,true,ouvrier,14040
48,true,enseignant,14040
16,false,conducteur,19508
76,false,commercant,8684
18,false,ecolier,8684
32,false,artisant,8684
31,false,agriculteur,8684
44,false,ouvrier_batiment,592
30,false,commercant,592
80,true,ouvrier_batiment,592
34,true,employe_prive,592
27,true,ouvrier,592
44,false,artisant,592
27,true,ouvrier_batiment,10072
33,true,enseignant,10072
51,false,enseignant,2076
74,true,ecolier,18721
18,false,ouvrier_batiment,18721
80,true,retraite,18721
80,false,enseignant,18721
3,false,retraite,18721
62,false,retraite,18721
3,true,ouvrier_agricole,6457
28,true,ouvrier_agricole,6457
44,false,ouvrier_batiment,6457
25,true,ouvrier,9769
60,false,sans_activite,9769
80,false,agriculteur,9769
37,false,militaire,9769
80,false,ouvrier,9769
96,true,ecolier,9769
97,true,enseignant,16725
21,false,militaire,13226
12,false,conducteur,9146
41,false,militaire,9146
26,true,employe_prive,9146
50,false,commercant,9146
60,false,ouvrier_batiment,3263
17,true,sans_activite,12434
16,false,ecolier,12434
51,true,enseignant,12434
56,false,agriculteur,12434
4,false,artisant,12434
20,true,retraite,12434
19,true,ouvrier_agricole,19587
24,true,conducteur,19587
22,true,sans_activite,19587
5,false,ouvrier_batiment,19587
15,false,ouvrier_agricole,19587
90,true,agriculteur,7355
16,false,retraite,7355
8,false,ouvrier_batiment,7355
30,true,sans_activite,4684
23,false,sans_activite,4684
