age,gender,work,householdID
20,false,agriculteur,10649
27,false,employe_prive,10649
65,false,sans_activite,7194
80,false,ouvrier_batiment,7194
30,true,ouvrier_agricole,7194
30,true,ecolier,7194
25,false,ouvrier,7194
20,true,artisant,7194
21,false,enseignant,19242
75,true,retraite,19242
71,false,enseignant,19242
40,false,conducteur,4210
83,true,ouvrier_batiment,4210
93,false,conducteur,4210
17,true,ouvrier_batiment,1094
22,false,commercant,1094
58,false,employe_prive,16427
21,true,ouvrier_batiment,16427
21,true,ouvrier_batiment,16427
26,true,conducteur,16427
28,false,ecolier,16427
25,false,enseignant,16427
17,false,agriculteur,13251
21,true,militaire,13251
19,true,agriculteur,13251
85,false,conducteur,13251
84,true,ouvrier,13251
56,false,conducteur,12211
67,false,retraite,12211
49,false,sans_activite,12211
29,false,artisant,12211
77,false,ouvrier_batiment,12211
76,false,ouvrier_agricole,12211
71,false,enseignant,14762
25,true,ecolier,14762
24,true,ouvrier,14762
0,false,commercant,14762
4,false,militaire,10264
7,true,ouvrier,10264
38,false,conducteur,10264
29,true,enseignant,10264
73,false,retraite,14365
23,false,militaire,14365
28,false,artisant,2631
57,true,sans_activite,5837
57,false,ecolier,5837
24,false,commercant,5837
26,false,ouvrier,403
29,false,artisant,403
99,false,ouvrier,403
78,false,artisant,403
28,true,ecolier,403
69,false,agriculteur,403
78,false,employe_prive,2107
74,false,ouvrier_batiment,2107
16,false,retraite,2107
27,true,agriculteur,2107
28,true,ouvrier,17463
95,false,ouvrier_agricole,8691
1,false,ouvrier_agricole,8691
70,false,retraite,8691
80,true,ouvrier,8691
40,true,enseignant,16445
80,false,artisant,16445
77,true,enseignant,16445
22,true,sans_activite,16445
94,false,ouvrier_batiment,16445
80,true,ecolier,16374
16,true,sans_activite,8099
76,true,sans_activite,8099
27,false,artisant,8099
61,true,militaire,8099
24,false,ecolier,8099
58,true,ouvrier_agricole,18011
29,true,artisant,18011
100,false,sans_activite,18011
54,true,enseignant,18011
53,false,retraite,18011
30,false,retraite,18011
44,false,employe_prive,13477
31,false,enseignant,7461
16,true,ecolier,7461
39,false,agriculteur,7461
54,false,employe_prive,7461
78,false,ouvrier_batiment,7461
65,false,artisant,8742
66,false,ouvrier_agricole,8742
28,true,militaire,8742
23,true,artisant,8742
13,true,conducteur,8742
17,true,enseignant,8742
15,true,commercant,1848
80,false,commercant,17538
22,false,ouvrier_batiment,17538
95,true,ecolier,10045
79,false,sans_activite,10045
42,false,ouvrier_agricole,10045
23,false,enseignant,10045
76,false,ouvrier_agricole,10045
39,true,ouvrier_batiment,10045
26,false,militaire,12880
24,true,conducteur,18506
17,true,militaire,18506
30,true,conducteur,18506
19,false,ouvrier_agricole,18506
84,false,ecolier,18506
79,false,conducteur,17764
79,true,sans_activite,153
79,false,conducteur,153
27,true,conducteur,153
50,false,ouvrier_batiment,153
7,true,employe_prive,153
77,false,militaire,11496
17,true,sans_activite,11496
8,false,agriculteur,11496
67,true,enseignant,285
80,true,conducteur,285
78,true,conducteur,285
26,false,commercant,285
80,false,ouvrier_agricole,285
53,true,ouvrier_agricole,9723
59,true,ouvrier_batiment,9723
63,true,ouvrier_agricole,9723
28,true,ouvrier,4268
26,false,enseignant,4268
35,true,enseignant,1818
4,false,enseignant,1818
1,true,ouvrier,1818
10,true,ouvrier,1818
17,true,sans_activite,14582
9,false,ouvrier_batiment,16842
81,true,employe_prive,16842
30,false,conducteur,16842
28,false,artisant,16842
29,false,enseignant,16842
68,true,ouvrier_batiment,3207
25,false,conducteur,13902
67,true,commercant,13902
93,false,commercant,13902
30,true,ouvrier_agricole,13902
84,false,agriculteur,8753
18,false,ouvrier_batiment,8753
19,false,ouvrier_batiment,8753
29,false,ouvrier,8753
82,true,ouvrier_batiment,8753
18,false,retraite,8753
21,true,conducteur,14361
47,true,conducteur,14361
75,false,militaire,17826
16,true,conducteur,14686
34,false,ouvrier_agricole,14686
84,true,sans_activite,14686
21,true,ecolier,14686
16,true,agriculteur,14686
17,false,ouvrier_agricole,14129
50,false,ecolier,14129
57,true,retraite,14129
27,true,retraite,14129
99,false,commercant,14129
30,false,sans_activite,14129
71,false,enseignant,9997
88,true,conducteur,12117
17,false,employe_prive,12117
53,false,conducteur,12117
2,false,artisant,12117
91,false,ecolier,12117
46,true,ouvrier_batiment,16915
62,true,militaire,16915
28,true,agriculteur,6157
82,true,artisant,6157
40,true,ouvrier,6157
99,false,ouvrier_batiment,6157
16,true,employe_prive,11602
42,false,enseignant,11602
16,true,ouvrier_agricole,11602
37,true,retraite,16569
55,false,conducteur,456
66,true,militaire,456
44,false,militaire,16446
74,false,agriculteur,16446
29,true,enseignant,16446
30,true,agriculteur,16446
81,false,agriculteur,16446
96,true,ouvrier_agricole,16446
28,true,ouvrier,14955
23,true,ecolier,14955
28,false,retraite,18304
33,false,agriculteur,16267
96,false,artisant,16267
78,false,ouvrier_agricole,16267
25,false,conducteur,11483
55,false,employe_prive,11483
62,false,ouvrier,11483
66,true,artisant,11483
22,false,ouvrier,11483
5,true,employe_prive,14706
34,true,retraite,14706
52,true,employe_prive,14706
44,false,ouvrier_batiment,8457
23,true,ouvrier_agricole,8457
34,false,agriculteur,8457
80,false,enseignant,8457
6,false,agriculteur,8457
29,false,commercant,8457
