householdID,householdSize,householdIncome,householdType,numberOfCars
0,3,Low,type3,0
1,2,Low,type2,1
2,3,Low,type2,0
3,3,High,type1,3
4,1,Low,type2,0
5,1,High,type2,3
6,2,Low,type1,3
7,2,High,type1,2
8,3,High,type3,0
9,1,High,type1,3
10,1,Low,type3,0
11,2,High,type2,3
12,3,Low,type1,2
13,2,High,type3,2
14,1,High,type3,0
15,1,Low,type1,2
16,2,Low,type3,1
17,3,High,type2,3
18,2,Low,type2,3
19,3,Low,type2,2
20,1,High,type3,0
21,1,Low,type2,1
22,1,High,type1,1
23,1,Low,type1,1
24,2,Low,type2,1
25,2,Low,type3,2
26,3,Low,type3,0
27,2,High,type3,1
28,1,High,type3,0
29,2,High,type1,2
30,3,High,type1,3
31,1,High,type1,3
32,1,High,type1,3
33,2,Low,type2,3
34,1,Low,type1,2
35,1,High,type1,1
36,3,High,type3,2
37,1,Low,type1,0
38,3,Low,type2,0
39,1,Low,type2,0
40,2,Low,type1,0
41,1,Low,type1,1
42,3,High,type3,0
43,2,High,type2,3
44,1,Low,type2,2
45,2,High,type2,0
46,2,High,type3,0
47,1,High,type2,0
48,2,High,type1,3
49,2,High,type2,2
50,3,Low,type3,0
51,3,Low,type2,2
52,1,Low,type2,0
53,3,High,type2,2
54,2,Low,type1,3
55,3,High,type1,1
56,2,Low,type3,1
57,3,High,type2,0
58,3,Low,type1,1
59,2,High,type3,2
60,3,High,type2,3
61,3,Low,type3,2
62,2,High,type1,2
63,1,Low,type1,2
64,1,Low,type1,1
65,1,Low,type2,1
66,3,High,type2,1
67,2,Low,type1,3
68,3,Low,type2,2
69,2,Low,type1,3
70,2,Low,type3,3
71,1,High,type3,3
72,3,Low,type3,2
73,1,High,type1,1
74,3,High,type3,1
75,2,Low,type2,3
76,3,Low,type1,1
77,1,High,type1,3
78,3,Low,type2,2
79,1,Low,type2,0
80,3,High,type3,3
81,2,High,type2,0
82,3,Low,type3,0
83,3,Low,type2,3
84,1,Low,type2,0
85,2,Low,type1,3
86,2,High,type1,3
87,1,Low,type2,2
88,3,Low,type3,2
89,2,Low,type3,1
90,2,Low,type2,1
91,2,High,type2,1
92,2,High,type2,1
93,1,Low,type1,2
94,1,Low,type1,1
95,2,Low,type1,3
96,3,Low,type3,3
97,2,Low,type2,3
98,3,Low,type3,1
99,1,High,type1,1
100,3,High,type2,0
101,2,High,type3,2
102,1,Low,type1,1
103,2,Low,type1,0
104,1,Low,type3,0
105,2,High,type3,0
106,1,Low,type2,2
107,3,High,type2,0
108,2,Low,type1,0
109,3,Low,type1,2
110,1,Low,type1,0
111,1,Low,type3,0
112,1,Low,type1,1
113,2,Low,type2,2
114,2,High,type2,2
115,1,High,type3,0
116,3,Low,type1,3
117,2,High,type3,0
118,1,High,type1,1
119,3,High,type1,3
120,3,High,type1,0
121,2,Low,type1,3
122,1,Low,type3,1
123,3,Low,type2,2
124,2,High,type2,2
125,1,High,type3,1
126,2,High,type1,0
127,2,High,type3,3
128,1,High,type1,2
129,2,High,type2,2
130,3,Low,type2,3
131,2,High,type2,1
132,2,High,type2,1
133,3,Low,type3,0
134,2,High,type3,1
135,1,Low,type3,1
136,3,High,type3,1
137,3,Low,type1,3
138,1,Low,type1,0
139,3,Low,type3,2
140,3,High,type2,2
141,3,High,type1,3
142,3,High,type1,0
143,2,High,type3,2
144,3,Low,type3,0
145,3,High,type3,2
146,1,Low,type3,1
147,1,High,type2,2
148,1,High,type1,1
149,1,Low,type1,2
150,1,High,type3,3
151,2,High,type3,2
152,3,High,type3,1
153,2,Low,type2,1
154,3,Low,type2,0
155,3,Low,type2,2
156,3,Low,type2,0
157,3,Low,type2,1
158,1,Low,type2,1
159,2,High,type3,1
160,1,High,type2,2
161,2,High,type3,1
162,3,High,type2,0
163,1,High,type2,2
164,2,Low,type3,1
165,3,High,type3,1
166,2,High,type2,2
167,2,Low,type2,3
168,2,Low,type2,0
169,2,High,type3,1
170,2,Low,type1,0
171,3,Low,type1,3
172,1,High,type2,0
173,1,Low,type2,2
174,2,Low,type3,1
175,1,Low,type3,2
176,2,High,type3,1
177,2,Low,type2,3
178,2,Low,type3,1
179,2,Low,type2,3
180,3,Low,type2,0
181,3,Low,type1,1
182,1,High,type2,0
183,2,Low,type1,3
184,3,High,type2,0
185,2,Low,type2,1
186,3,High,type1,0
187,3,Low,type1,1
188,1,Low,type2,0
189,2,High,type2,3
190,2,High,type2,3
191,2,High,type2,1
192,3,Low,type2,2
193,2,High,type1,3
194,1,Low,type2,2
195,3,High,type2,0
196,3,Low,type3,2
197,3,Low,type3,2
198,3,High,type1,3
199,1,Low,type2,0
200,2,Low,type3,2
201,1,Low,type1,1
